Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,feature_as_of_date,latest_eligible_valid_date,eligible_rows_after_asof,Result
WSSEC:WS:XNYS:AM,WS:XNYS:AM,XNYS,AM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AME,WS:XNYS:AME,XNYS,AME,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AMG,WS:XNYS:AMG,XNYS,AMG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AMP,WS:XNYS:AMP,XNYS,AMP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AN,WS:XNYS:AN,XNYS,AN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ANF,WS:XNYS:ANF,XNYS,ANF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AOS,WS:XNYS:AOS,XNYS,AOS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:APD,WS:XNYS:APD,XNYS,APD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:APG,WS:XNYS:APG,XNYS,APG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:APH,WS:XNYS:APH,XNYS,APH,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AR,WS:XNYS:AR,XNYS,AR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ARES,WS:XNYS:ARES,XNYS,ARES,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ARMK,WS:XNYS:ARMK,XNYS,ARMK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ARW,WS:XNYS:ARW,XNYS,ARW,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ASB,WS:XNYS:ASB,XNYS,ASB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ASH,WS:XNYS:ASH,XNYS,ASH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ATI,WS:XNYS:ATI,XNYS,ATI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ATO,WS:XNYS:ATO,XNYS,ATO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ATR,WS:XNYS:ATR,XNYS,ATR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AVNT,WS:XNYS:AVNT,XNYS,AVNT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AVTR,WS:XNYS:AVTR,XNYS,AVTR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AVY,WS:XNYS:AVY,XNYS,AVY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AWK,WS:XNYS:AWK,XNYS,AWK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AXP,WS:XNYS:AXP,XNYS,AXP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AXTA,WS:XNYS:AXTA,XNYS,AXTA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AYI,WS:XNYS:AYI,XNYS,AYI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AZO,WS:XNYS:AZO,XNYS,AZO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BA,WS:XNYS:BA,XNYS,BA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BAC,WS:XNYS:BAC,XNYS,BAC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BAH,WS:XNYS:BAH,XNYS,BAH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BALL,WS:XNYS:BALL,XNYS,BALL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BAX,WS:XNYS:BAX,XNYS,BAX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BBWI,WS:XNYS:BBWI,XNYS,BBWI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BBY,WS:XNYS:BBY,XNYS,BBY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BC,WS:XNYS:BC,XNYS,BC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BCO,WS:XNYS:BCO,XNYS,BCO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BDC,WS:XNYS:BDC,XNYS,BDC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BDX,WS:XNYS:BDX,XNYS,BDX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BEN,WS:XNYS:BEN,XNYS,BEN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BILL,WS:XNYS:BILL,XNYS,BILL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BIO,WS:XNYS:BIO,XNYS,BIO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BJ,WS:XNYS:BJ,XNYS,BJ,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BKH,WS:XNYS:BKH,XNYS,BKH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BKR,WS:XNYS:BKR,XNYS,BKR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BLDR,WS:XNYS:BLDR,XNYS,BLDR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BMY,WS:XNYS:BMY,XNYS,BMY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BNY,WS:XNYS:BNY,XNYS,BNY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BR,WS:XNYS:BR,XNYS,BR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BRO,WS:XNYS:BRO,XNYS,BRO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BROS,WS:XNYS:BROS,XNYS,BROS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BSX,WS:XNYS:BSX,XNYS,BSX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:BURL,WS:XNYS:BURL,XNYS,BURL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BWA,WS:XNYS:BWA,XNYS,BWA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BWXT,WS:XNYS:BWXT,XNYS,BWXT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:BYD,WS:XNYS:BYD,XNYS,BYD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:C,WS:XNYS:C,XNYS,C,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CACI,WS:XNYS:CACI,XNYS,CACI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CAH,WS:XNYS:CAH,XNYS,CAH,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CARR,WS:XNYS:CARR,XNYS,CARR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CAT,WS:XNYS:CAT,XNYS,CAT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CAVA,WS:XNYS:CAVA,XNYS,CAVA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CBT,WS:XNYS:CBT,XNYS,CBT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CCK,WS:XNYS:CCK,XNYS,CCK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CDE,WS:XNYS:CDE,XNYS,CDE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CF,WS:XNYS:CF,XNYS,CF,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CFG,WS:XNYS:CFG,XNYS,CFG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CFR,WS:XNYS:CFR,XNYS,CFR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CHD,WS:XNYS:CHD,XNYS,CHD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CHE,WS:XNYS:CHE,XNYS,CHE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CHH,WS:XNYS:CHH,XNYS,CHH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CHWY,WS:XNYS:CHWY,XNYS,CHWY,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CL,WS:XNYS:CL,XNYS,CL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CLF,WS:XNYS:CLF,XNYS,CLF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CLH,WS:XNYS:CLH,XNYS,CLH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CLX,WS:XNYS:CLX,XNYS,CLX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CMC,WS:XNYS:CMC,XNYS,CMC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CMG,WS:XNYS:CMG,XNYS,CMG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CMI,WS:XNYS:CMI,XNYS,CMI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CMS,WS:XNYS:CMS,XNYS,CMS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CNC,WS:XNYS:CNC,XNYS,CNC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CNH,WS:XNYS:CNH,XNYS,CNH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CNM,WS:XNYS:CNM,XNYS,CNM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CNO,WS:XNYS:CNO,XNYS,CNO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CNP,WS:XNYS:CNP,XNYS,CNP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CNX,WS:XNYS:CNX,XNYS,CNX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:COF,WS:XNYS:COF,XNYS,COF,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:COP,WS:XNYS:COP,XNYS,COP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:COR,WS:XNYS:COR,XNYS,COR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CPRI,WS:XNYS:CPRI,XNYS,CPRI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CR,WS:XNYS:CR,XNYS,CR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CRBG,WS:XNYS:CRBG,XNYS,CRBG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CRL,WS:XNYS:CRL,XNYS,CRL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CRM,WS:XNYS:CRM,XNYS,CRM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CRS,WS:XNYS:CRS,XNYS,CRS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CSL,WS:XNYS:CSL,XNYS,CSL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CTVA,WS:XNYS:CTVA,XNYS,CTVA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CVNA,WS:XNYS:CVNA,XNYS,CVNA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CVS,WS:XNYS:CVS,XNYS,CVS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CVX,WS:XNYS:CVX,XNYS,CVX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:CW,WS:XNYS:CW,XNYS,CW,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:CXT,WS:XNYS:CXT,XNYS,CXT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:D,WS:XNYS:D,XNYS,D,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DAL,WS:XNYS:DAL,XNYS,DAL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DAR,WS:XNYS:DAR,XNYS,DAR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DCI,WS:XNYS:DCI,XNYS,DCI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DE,WS:XNYS:DE,XNYS,DE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DG,WS:XNYS:DG,XNYS,DG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DHI,WS:XNYS:DHI,XNYS,DHI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DHR,WS:XNYS:DHR,XNYS,DHR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DINO,WS:XNYS:DINO,XNYS,DINO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DIS,WS:XNYS:DIS,XNYS,DIS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DKS,WS:XNYS:DKS,XNYS,DKS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DLB,WS:XNYS:DLB,XNYS,DLB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DOCN,WS:XNYS:DOCN,XNYS,DOCN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DOCS,WS:XNYS:DOCS,XNYS,DOCS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DOV,WS:XNYS:DOV,XNYS,DOV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DPZ,WS:XNYS:DPZ,XNYS,DPZ,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DRI,WS:XNYS:DRI,XNYS,DRI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DT,WS:XNYS:DT,XNYS,DT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DTM,WS:XNYS:DTM,XNYS,DTM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:DUK,WS:XNYS:DUK,XNYS,DUK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DVA,WS:XNYS:DVA,XNYS,DVA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DVN,WS:XNYS:DVN,XNYS,DVN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:DY,WS:XNYS:DY,XNYS,DY,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ECL,WS:XNYS:ECL,XNYS,ECL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ED,WS:XNYS:ED,XNYS,ED,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EFX,WS:XNYS:EFX,XNYS,EFX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EHC,WS:XNYS:EHC,XNYS,EHC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:EIX,WS:XNYS:EIX,XNYS,EIX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EL,WS:XNYS:EL,XNYS,EL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ELAN,WS:XNYS:ELAN,XNYS,ELAN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ELF,WS:XNYS:ELF,XNYS,ELF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ELV,WS:XNYS:ELV,XNYS,ELV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EME,WS:XNYS:EME,XNYS,EME,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EMR,WS:XNYS:EMR,XNYS,EMR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ENS,WS:XNYS:ENS,XNYS,ENS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:EOG,WS:XNYS:EOG,XNYS,EOG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EQH,WS:XNYS:EQH,XNYS,EQH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:EQT,WS:XNYS:EQT,XNYS,EQT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ES,WS:XNYS:ES,XNYS,ES,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ESAB,WS:XNYS:ESAB,XNYS,ESAB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ESNT,WS:XNYS:ESNT,XNYS,ESNT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ETR,WS:XNYS:ETR,XNYS,ETR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EVR,WS:XNYS:EVR,XNYS,EVR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:EVRG,WS:XNYS:EVRG,XNYS,EVRG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EW,WS:XNYS:EW,XNYS,EW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EXC,WS:XNYS:EXC,XNYS,EXC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:EXP,WS:XNYS:EXP,XNYS,EXP,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:F,WS:XNYS:F,XNYS,F,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FAF,WS:XNYS:FAF,XNYS,FAF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FBIN,WS:XNYS:FBIN,XNYS,FBIN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FCN,WS:XNYS:FCN,XNYS,FCN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FCX,WS:XNYS:FCX,XNYS,FCX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FDS,WS:XNYS:FDS,XNYS,FDS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FDX,WS:XNYS:FDX,XNYS,FDX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FE,WS:XNYS:FE,XNYS,FE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FERG,WS:XNYS:FERG,XNYS,FERG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FHI,WS:XNYS:FHI,XNYS,FHI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FHN,WS:XNYS:FHN,XNYS,FHN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FICO,WS:XNYS:FICO,XNYS,FICO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FIS,WS:XNYS:FIS,XNYS,FIS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FIX,WS:XNYS:FIX,XNYS,FIX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:FLG,WS:XNYS:FLG,XNYS,FLG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FLR,WS:XNYS:FLR,XNYS,FLR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FLS,WS:XNYS:FLS,XNYS,FLS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FN,WS:XNYS:FN,XNYS,FN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FNB,WS:XNYS:FNB,XNYS,FNB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FND,WS:XNYS:FND,XNYS,FND,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FNF,WS:XNYS:FNF,XNYS,FNF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FOUR,WS:XNYS:FOUR,XNYS,FOUR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FTI,WS:XNYS:FTI,XNYS,FTI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:FTV,WS:XNYS:FTV,XNYS,FTV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:G,WS:XNYS:G,XNYS,G,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GAP,WS:XNYS:GAP,XNYS,GAP,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GATX,WS:XNYS:GATX,XNYS,GATX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GBCI,WS:XNYS:GBCI,XNYS,GBCI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GD,WS:XNYS:GD,XNYS,GD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GEF,WS:XNYS:GEF,XNYS,GEF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GEV,WS:XNYS:GEV,XNYS,GEV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GGG,WS:XNYS:GGG,XNYS,GGG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GHC,WS:XNYS:GHC,XNYS,GHC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GL,WS:XNYS:GL,XNYS,GL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GLW,WS:XNYS:GLW,XNYS,GLW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GM,WS:XNYS:GM,XNYS,GM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GME,WS:XNYS:GME,XNYS,GME,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GMED,WS:XNYS:GMED,XNYS,GMED,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GNRC,WS:XNYS:GNRC,XNYS,GNRC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GPC,WS:XNYS:GPC,XNYS,GPC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GPK,WS:XNYS:GPK,XNYS,GPK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GPN,WS:XNYS:GPN,XNYS,GPN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GS,WS:XNYS:GS,XNYS,GS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GWRE,WS:XNYS:GWRE,XNYS,GWRE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:GWW,WS:XNYS:GWW,XNYS,GWW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:GXO,WS:XNYS:GXO,XNYS,GXO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:H,WS:XNYS:H,XNYS,H,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HAE,WS:XNYS:HAE,XNYS,HAE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HAL,WS:XNYS:HAL,XNYS,HAL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HCA,WS:XNYS:HCA,XNYS,HCA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HD,WS:XNYS:HD,XNYS,HD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HGV,WS:XNYS:HGV,XNYS,HGV,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HIG,WS:XNYS:HIG,XNYS,HIG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HII,WS:XNYS:HII,XNYS,HII,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HIMS,WS:XNYS:HIMS,XNYS,HIMS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HL,WS:XNYS:HL,XNYS,HL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HLI,WS:XNYS:HLI,XNYS,HLI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HLT,WS:XNYS:HLT,XNYS,HLT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HOG,WS:XNYS:HOG,XNYS,HOG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HOMB,WS:XNYS:HOMB,XNYS,HOMB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HPE,WS:XNYS:HPE,XNYS,HPE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HRB,WS:XNYS:HRB,XNYS,HRB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:HRL,WS:XNYS:HRL,XNYS,HRL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HSY,WS:XNYS:HSY,XNYS,HSY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HUBB,WS:XNYS:HUBB,XNYS,HUBB,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HUM,WS:XNYS:HUM,XNYS,HUM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:HXL,WS:XNYS:HXL,XNYS,HXL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:IBM,WS:XNYS:IBM,XNYS,IBM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ICE,WS:XNYS:ICE,XNYS,ICE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:IDA,WS:XNYS:IDA,XNYS,IDA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:IEX,WS:XNYS:IEX,XNYS,IEX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:IFF,WS:XNYS:IFF,XNYS,IFF,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:INGR,WS:XNYS:INGR,XNYS,INGR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:IP,WS:XNYS:IP,XNYS,IP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:IQV,WS:XNYS:IQV,XNYS,IQV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:IT,WS:XNYS:IT,XNYS,IT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ITT,WS:XNYS:ITT,XNYS,ITT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ITW,WS:XNYS:ITW,XNYS,ITW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:JBL,WS:XNYS:JBL,XNYS,JBL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:JEF,WS:XNYS:JEF,XNYS,JEF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:JNJ,WS:XNYS:JNJ,XNYS,JNJ,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:JPM,WS:XNYS:JPM,XNYS,JPM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:KBH,WS:XNYS:KBH,XNYS,KBH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:KBR,WS:XNYS:KBR,XNYS,KBR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:KD,WS:XNYS:KD,XNYS,KD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:KEX,WS:XNYS:KEX,XNYS,KEX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:KEY,WS:XNYS:KEY,XNYS,KEY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:KEYS,WS:XNYS:KEYS,XNYS,KEYS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:KMB,WS:XNYS:KMB,XNYS,KMB,2026-09-24,2026-09-24,0,PASS
