WS_ID,Yahoo_Symbol,Liquidity_Class,MedianTurnover20_EUR,Usable20,FX,Quote_Scale
US1:US7757111049:XNYS,ROL,PREFERRED,136807531.13,20,USDEUR=X,1
US1:US7766961061:XNYS,ROP,PREFERRED,223327233.05,20,USDEUR=X,1
US1:US7782961038:XNAS,ROST,PREFERRED,493734924.89,20,USDEUR=X,1
US1:US78409V1044:XNYS,SPGI,PREFERRED,652441099.74,20,USDEUR=X,1
US1:US79466L3024:XNYS,CRM,PREFERRED,2384558994.02,20,USDEUR=X,1
US1:US80004C2008:XNAS,SNDK,PREFERRED,14777494896.39,20,USDEUR=X,1
US1:US81762P1021:XNYS,NOW,PREFERRED,1836583148.67,20,USDEUR=X,1
US1:US8243481061:XNYS,SHW,PREFERRED,474288869.0,20,USDEUR=X,1
US1:US83088M1027:XNAS,SWKS,PREFERRED,272793779.25,20,USDEUR=X,1
US1:US8326964058:XNYS,SJM,PREFERRED,127374792.0,20,USDEUR=X,1
US1:US8330341012:XNYS,SNA,PREFERRED,80950480.0,20,USDEUR=X,1
US1:US83444M1018:XNYS,SOLV,PREFERRED,71847270.75,20,USDEUR=X,1
US1:US8425871071:XNYS,SO,PREFERRED,391432452.57,20,USDEUR=X,1
US1:US8447411088:XNYS,LUV,PREFERRED,142532283.08,20,USDEUR=X,1
US1:US8545021011:XNYS,SWK,PREFERRED,122585177.72,20,USDEUR=X,1
US1:US8552441094:XNAS,SBUX,PREFERRED,489179098.04,20,USDEUR=X,1
US1:US8574771031:XNYS,STT,PREFERRED,192983713.35,20,USDEUR=X,1
US1:US8581191009:XNAS,STLD,PREFERRED,210650240.94,20,USDEUR=X,1
US1:US8591521005:XNYS,STE,PREFERRED,115040977.67,20,USDEUR=X,1
US1:US8636671013:XNYS,SYK,PREFERRED,625231580.43,20,USDEUR=X,1
US1:US86800U1043:XNAS,SMCI,PREFERRED,1454009345.93,20,USDEUR=X,1
US1:US87165B1035:XNYS,SYF,PREFERRED,206998645.3,20,USDEUR=X,1
US1:US8716071076:XNAS,SNPS,PREFERRED,507501863.58,20,USDEUR=X,1
US1:US8718291078:XNYS,SYY,PREFERRED,155869905.99,20,USDEUR=X,1
US1:US8725901040:XNAS,TMUS,PREFERRED,596910722.4,20,USDEUR=X,1
US1:US74144T1088:XNAS,TROW,PREFERRED,111387903.43,20,USDEUR=X,1
US1:US8740541094:XNAS,TTWO,PREFERRED,481127484.88,20,USDEUR=X,1
US1:US8760301072:XNYS,TPR,PREFERRED,426555403.35,20,USDEUR=X,1
US1:US87612G1013:XNYS,TRGP,PREFERRED,272269554.38,20,USDEUR=X,1
US1:US87612E1064:XNYS,TGT,PREFERRED,634325320.67,20,USDEUR=X,1
US1:US8793601050:XNYS,TDY,PREFERRED,125488796.9,20,USDEUR=X,1
US1:US88160R1014:XNAS,TSLA,PREFERRED,10049343797.81,20,USDEUR=X,1
US1:US8825081040:XNAS,TXN,PREFERRED,1255343450.54,20,USDEUR=X,1
US1:US88262P1021:XNYS,TPL,PREFERRED,103195784.5,20,USDEUR=X,1
US1:US8832031012:XNYS,TXT,PREFERRED,97689278.26,20,USDEUR=X,1
US1:US8835561023:XNYS,TMO,PREFERRED,832127475.62,20,USDEUR=X,1
US1:US8725401090:XNYS,TJX,PREFERRED,824574789.85,20,USDEUR=X,1
US1:US87256C1018:XNYS,TKO,PREFERRED,162168886.33,20,USDEUR=X,1
US1:US88339J1051:XNAS,TTD,PREFERRED,233237311.41,20,USDEUR=X,1
US1:US8923561067:XNAS,TSCO,PREFERRED,245128881.53,20,USDEUR=X,1
US1:US45687V1061:XNYS,TT,PREFERRED,323765340.9,20,USDEUR=X,1
US1:US8936411003:XNYS,TDG,PREFERRED,369207369.44,20,USDEUR=X,1
US1:US89417E1091:XNYS,TRV,PREFERRED,497509181.05,20,USDEUR=X,1
US1:US89832Q1094:XNYS,TFC,PREFERRED,240844820.9,20,USDEUR=X,1
US1:US9022521051:XNYS,TYL,PREFERRED,201347441.91,20,USDEUR=X,1
US1:US9024941034:XNYS,TSN,PREFERRED,124473691.16,20,USDEUR=X,1
US1:US9029733048:XNYS,USB,PREFERRED,331623407.99,20,USDEUR=X,1
US1:US90353T1007:XNYS,UBER,PREFERRED,963140600.44,20,USDEUR=X,1
US1:US90384S3031:XNAS,ULTA,PREFERRED,293613701.29,20,USDEUR=X,1
US1:US9078181081:XNYS,UNP,PREFERRED,571697673.61,20,USDEUR=X,1
US1:US9113121068:XNYS,UPS,PREFERRED,382619531.31,20,USDEUR=X,1
US1:US9113631090:XNYS,URI,PREFERRED,378033269.18,20,USDEUR=X,1
US1:US91324P1021:XNYS,UNH,PREFERRED,1255514260.17,20,USDEUR=X,1
US1:US9139031002:XNYS,UHS,PREFERRED,87518687.32,20,USDEUR=X,1
US1:US91913Y1001:XNYS,VLO,PREFERRED,649287213.11,20,USDEUR=X,1
US1:US9224751084:XNYS,VEEV,PREFERRED,339908989.23,20,USDEUR=X,1
US1:US92338C1036:XNYS,VLTO,PREFERRED,113902053.79,20,USDEUR=X,1
US1:US92343E1029:XNAS,VRSN,PREFERRED,156013234.33,20,USDEUR=X,1
US1:US92345Y1064:XNAS,VRSK,PREFERRED,164608974.69,20,USDEUR=X,1
US1:US92532F1003:XNAS,VRTX,PREFERRED,482771461.51,20,USDEUR=X,1
US1:US92537N1081:XNYS,VRT,PREFERRED,894051391.72,20,USDEUR=X,1
US1:US92556V1061:XNAS,VTRS,PREFERRED,113013469.22,20,USDEUR=X,1
US1:US92826C8394:XNYS,V,PREFERRED,2057098644.64,20,USDEUR=X,1
US1:US92840M1027:XNYS,VST,PREFERRED,500617093.37,20,USDEUR=X,1
US1:US9291601097:XNYS,VMC,PREFERRED,193174274.55,20,USDEUR=X,1
US1:US0844231029:XNYS,WRB,PREFERRED,91192951.83,20,USDEUR=X,1
US1:US3848021040:XNYS,GWW,PREFERRED,209845725.06,20,USDEUR=X,1
US1:US9297401088:XNYS,WAB,PREFERRED,211422582.35,20,USDEUR=X,1
US1:US9311421039:XNAS,WMT,PREFERRED,2260171180.78,20,USDEUR=X,1
US1:US2546871060:XNYS,DIS,PREFERRED,664050353.49,20,USDEUR=X,1
US1:US9344231041:XNAS,WBD,PREFERRED,420874023.42,20,USDEUR=X,1
US1:US94106L1098:XNYS,WM,PREFERRED,391598360.04,20,USDEUR=X,1
US1:US9418481035:XNYS,WAT,PREFERRED,232571865.57,20,USDEUR=X,1
US1:US92939U1060:XNYS,WEC,PREFERRED,190980484.63,20,USDEUR=X,1
US1:US9497461015:XNYS,WFC,PREFERRED,865927990.67,20,USDEUR=X,1
US1:US9553061055:XNYS,WST,PREFERRED,130544969.42,20,USDEUR=X,1
US1:US9581021055:XNAS,WDC,PREFERRED,2293968892.76,20,USDEUR=X,1
US1:US9699041011:XNYS,WSM,PREFERRED,203267367.27,20,USDEUR=X,1
US1:US9694571004:XNYS,WMB,PREFERRED,402371718.0,20,USDEUR=X,1
US1:US9831341071:XNAS,WYNN,PREFERRED,117339688.17,20,USDEUR=X,1
US1:US98419M1009:XNYS,XYL,PREFERRED,154585453.96,20,USDEUR=X,1
US1:US9884981013:XNYS,YUM,PREFERRED,261406827.88,20,USDEUR=X,1
US1:US9892071054:XNAS,ZBRA,PREFERRED,181159060.61,20,USDEUR=X,1
US1:US98956P1021:XNYS,ZBH,PREFERRED,118341625.51,20,USDEUR=X,1
US1:US98978V1035:XNYS,ZTS,PREFERRED,289465562.08,20,USDEUR=X,1
