Security_Key,Source_WS_ID,Provider_Symbol,Role,Date,Open,High,Low,Close,Adj_Close,Volume,Dividend,Stock_Split
WSSEC:WS:XNAS:MRNA,WS:XNAS:MRNA,MRNA,PREVIOUS,2026-08-18,63.040000915527344,64.45999908447266,62.12900161743164,62.959999084472656,62.959999084472656,4305000,0,0
WSSEC:WS:XNAS:MRNA,WS:XNAS:MRNA,MRNA,EVENT,2026-08-19,116.0199966430664,176.66000366210938,114.45999908447266,174.3800048828125,174.3800048828125,199252300,0,0
WSSEC:WS:XNAS:MRNA,WS:XNAS:MRNA,MRNA,NEXT,2026-08-20,150.13999938964844,155,128.61000061035156,133.32000732421875,133.32000732421875,99499900,0,0
