Security_Key,Source_WS_ID,Provider_Symbol,Role,Date,Open,High,Low,Close,Adj_Close,Volume,Dividend,Stock_Split
WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,ECHO,PREVIOUS,2025-08-25,29.950000762939453,30.06999969482422,29.34000015258789,29.8799991607666,29.8799991607666,2493700,0,0
WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,ECHO,EVENT,2025-08-26,54.11000061035156,55.189998626708984,50.619998931884766,50.869998931884766,50.869998931884766,46579100,0,0
WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,ECHO,NEXT,2025-08-27,54.310001373291016,59.63999938964844,53.900001525878906,58.7599983215332,58.7599983215332,19724800,0,0
