Security_Key,Source_WS_ID,EMA20_materialized,EMA20_independent,EMA20_exact_match,EMA50_materialized,EMA50_independent,EMA50_exact_match,ATR14_materialized,ATR14_independent,ATR14_exact_match,semantics
WSSEC:WS:XNYS:MS,WS:XNYS:MS,207.00341958325188,207.00341958325188,True,210.1884415938702,210.1884415938702,True,5.137121272289744,5.137121272289744,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MSA,WS:XNYS:MSA,183.2272894721,183.2272894721,True,182.23716565840132,182.23716565840132,True,3.7461349965131907,3.7461349965131907,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MSCI,WS:XNYS:MSCI,556.6083928282555,556.6083928282555,True,565.4523667119531,565.4523667119531,True,12.680758689705828,12.680758689705828,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MSI,WS:XNYS:MSI,464.0996312430037,464.0996312430037,True,456.5426312104923,456.5426312104923,True,9.709344401108837,9.709344401108837,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MSM,WS:XNYS:MSM,120.56569722570896,120.56569722570896,True,119.98787675599874,119.98787675599874,True,2.872579289961693,2.872579289961693,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MTB,WS:XNYS:MTB,231.60576272734582,231.60576272734582,True,236.16229649145498,236.16229649145498,True,4.4940434050850255,4.4940434050850255,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MTD,WS:XNYS:MTD,1401.6745808858484,1401.6745808858484,True,1368.4248836398626,1368.4248836398626,True,41.81284458927293,41.81284458927293,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MTDR,WS:XNYS:MTDR,57.93274059714635,57.93274059714635,True,56.05210476879453,56.05210476879453,True,2.0981554153775113,2.0981554153775113,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MTG,WS:XNYS:MTG,30.348233403556684,30.348233403556684,True,29.966714282268057,29.966714282268057,True,0.6173952253215693,0.6173952253215693,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MTN,WS:XNYS:MTN,139.8572647809895,139.8572647809895,True,141.62991432813294,141.62991432813294,True,4.517636344104438,4.517636344104438,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MTZ,WS:XNYS:MTZ,237.72481538952104,237.72481538952104,True,272.08268824000254,272.08268824000254,True,13.762859989210973,13.762859989210973,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MUR,WS:XNYS:MUR,37.39616961942379,37.39616961942379,True,36.91085240444545,36.91085240444545,True,1.4393847391264964,1.4393847391264964,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:MUSA,WS:XNYS:MUSA,528.3289447677321,528.3289447677321,True,544.6660936324902,544.6660936324902,True,17.623338475906404,17.623338475906404,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NEM,WS:XNYS:NEM,123.83650689386589,123.83650689386589,True,118.14845039923865,118.14845039923865,True,4.371994919096274,4.371994919096274,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NEU,WS:XNYS:NEU,891.4526878327252,891.4526878327252,True,869.3456808538039,869.3456808538039,True,24.155238318965072,24.155238318965072,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NFG,WS:XNYS:NFG,81.66215080074397,81.66215080074397,True,81.66798329334864,81.66798329334864,True,1.6328477584750518,1.6328477584750518,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NI,WS:XNYS:NI,40.77321858441145,40.77321858441145,True,42.27530400657675,42.27530400657675,True,0.6795892695351466,0.6795892695351466,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NJR,WS:XNYS:NJR,53.74601830127215,53.74601830127215,True,54.790828578117306,54.790828578117306,True,0.9979953182685976,0.9979953182685976,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NKE,WS:XNYS:NKE,37.21997460839674,37.21997460839674,True,39.308209208775686,39.308209208775686,True,0.9813691808657437,0.9813691808657437,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NOC,WS:XNYS:NOC,526.735060111864,526.735060111864,True,537.8813160073881,537.8813160073881,True,12.356852633693086,12.356852633693086,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
