Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Required_Canonical_NonFinite_Count,Affected_Features
WSSEC:WS:XNAS:LIVN,WS:XNAS:LIVN,XNAS,LIVN,0,
WSSEC:WS:XNAS:LNT,WS:XNAS:LNT,XNAS,LNT,0,
WSSEC:WS:XNAS:LNTH,WS:XNAS:LNTH,XNAS,LNTH,0,
WSSEC:WS:XNAS:LOPE,WS:XNAS:LOPE,XNAS,LOPE,0,
WSSEC:WS:XNAS:LSCC,WS:XNAS:LSCC,XNAS,LSCC,0,
WSSEC:WS:XNAS:LSTR,WS:XNAS:LSTR,XNAS,LSTR,0,
WSSEC:WS:XNAS:LULU,WS:XNAS:LULU,XNAS,LULU,0,
WSSEC:WS:XNAS:MANH,WS:XNAS:MANH,XNAS,MANH,0,
WSSEC:WS:XNAS:MAR,WS:XNAS:MAR,XNAS,MAR,0,
WSSEC:WS:XNAS:MAT,WS:XNAS:MAT,XNAS,MAT,0,
WSSEC:WS:XNAS:MCHP,WS:XNAS:MCHP,XNAS,MCHP,0,
WSSEC:WS:XNAS:MDLZ,WS:XNAS:MDLZ,XNAS,MDLZ,0,
WSSEC:WS:XNAS:MEDP,WS:XNAS:MEDP,XNAS,MEDP,0,
WSSEC:WS:XNAS:META,WS:XNAS:META,XNAS,META,0,
WSSEC:WS:XNAS:MIDD,WS:XNAS:MIDD,XNAS,MIDD,0,
WSSEC:WS:XNAS:MKSI,WS:XNAS:MKSI,XNAS,MKSI,0,
WSSEC:WS:XNAS:MORN,WS:XNAS:MORN,XNAS,MORN,0,
WSSEC:WS:XNAS:MPWR,WS:XNAS:MPWR,XNAS,MPWR,0,
WSSEC:WS:XNAS:MRNA,WS:XNAS:MRNA,XNAS,MRNA,0,
WSSEC:WS:XNAS:MRVL,WS:XNAS:MRVL,XNAS,MRVL,0,
WSSEC:WS:XNAS:MSFT,WS:XNAS:MSFT,XNAS,MSFT,0,
WSSEC:WS:XNAS:MTSI,WS:XNAS:MTSI,XNAS,MTSI,0,
WSSEC:WS:XNAS:MU,WS:XNAS:MU,XNAS,MU,0,
WSSEC:WS:XNAS:MZTI,WS:XNAS:MZTI,XNAS,MZTI,0,
WSSEC:WS:XNAS:NBIX,WS:XNAS:NBIX,XNAS,NBIX,0,
WSSEC:WS:XNAS:NDAQ,WS:XNAS:NDAQ,XNAS,NDAQ,0,
WSSEC:WS:XNAS:NDSN,WS:XNAS:NDSN,XNAS,NDSN,0,
WSSEC:WS:XNAS:NFLX,WS:XNAS:NFLX,XNAS,NFLX,0,
WSSEC:WS:XNAS:NOVT,WS:XNAS:NOVT,XNAS,NOVT,0,
WSSEC:WS:XNAS:NTNX,WS:XNAS:NTNX,XNAS,NTNX,0,
WSSEC:WS:XNAS:NTRS,WS:XNAS:NTRS,XNAS,NTRS,0,
WSSEC:WS:XNAS:NVDA,WS:XNAS:NVDA,XNAS,NVDA,0,
WSSEC:WS:XNAS:NWE,WS:XNAS:NWE,XNAS,NWE,0,
WSSEC:WS:XNAS:NXST,WS:XNAS:NXST,XNAS,NXST,0,
WSSEC:WS:XNAS:NXT,WS:XNAS:NXT,XNAS,NXT,0,
WSSEC:WS:XNAS:ODFL,WS:XNAS:ODFL,XNAS,ODFL,0,
WSSEC:WS:XNAS:OKTA,WS:XNAS:OKTA,XNAS,OKTA,0,
WSSEC:WS:XNAS:OLED,WS:XNAS:OLED,XNAS,OLED,0,
WSSEC:WS:XNAS:OLLI,WS:XNAS:OLLI,XNAS,OLLI,0,
WSSEC:WS:XNAS:ON,WS:XNAS:ON,XNAS,ON,0,
WSSEC:WS:XNAS:ONB,WS:XNAS:ONB,XNAS,ONB,0,
WSSEC:WS:XNAS:OPCH,WS:XNAS:OPCH,XNAS,OPCH,0,
WSSEC:WS:XNAS:ORLY,WS:XNAS:ORLY,XNAS,ORLY,0,
WSSEC:WS:XNAS:OZK,WS:XNAS:OZK,XNAS,OZK,0,
WSSEC:WS:XNAS:PANW,WS:XNAS:PANW,XNAS,PANW,0,
WSSEC:WS:XNAS:PAYX,WS:XNAS:PAYX,XNAS,PAYX,0,
WSSEC:WS:XNAS:PCAR,WS:XNAS:PCAR,XNAS,PCAR,0,
WSSEC:WS:XNAS:PCTY,WS:XNAS:PCTY,XNAS,PCTY,0,
WSSEC:WS:XNAS:PEGA,WS:XNAS:PEGA,XNAS,PEGA,0,
WSSEC:WS:XNAS:PPC,WS:XNAS:PPC,XNAS,PPC,0,
WSSEC:WS:XNAS:PTC,WS:XNAS:PTC,XNAS,PTC,0,
WSSEC:WS:XNAS:PYPL,WS:XNAS:PYPL,XNAS,PYPL,0,
WSSEC:WS:XNAS:QCOM,WS:XNAS:QCOM,XNAS,QCOM,0,
WSSEC:WS:XNAS:QLYS,WS:XNAS:QLYS,XNAS,QLYS,0,
WSSEC:WS:XNAS:REGN,WS:XNAS:REGN,XNAS,REGN,0,
WSSEC:WS:XNAS:RGEN,WS:XNAS:RGEN,XNAS,RGEN,0,
WSSEC:WS:XNAS:RGLD,WS:XNAS:RGLD,XNAS,RGLD,0,
WSSEC:WS:XNAS:RMBS,WS:XNAS:RMBS,XNAS,RMBS,0,
WSSEC:WS:XNAS:ROIV,WS:XNAS:ROIV,XNAS,ROIV,0,
WSSEC:WS:XNAS:ROKU,WS:XNAS:ROKU,XNAS,ROKU,0,
WSSEC:WS:XNAS:ROST,WS:XNAS:ROST,XNAS,ROST,0,
WSSEC:WS:XNAS:SAIA,WS:XNAS:SAIA,XNAS,SAIA,0,
WSSEC:WS:XNAS:SAIC,WS:XNAS:SAIC,XNAS,SAIC,0,
WSSEC:WS:XNAS:SANM,WS:XNAS:SANM,XNAS,SANM,0,
WSSEC:WS:XNAS:SBUX,WS:XNAS:SBUX,XNAS,SBUX,0,
WSSEC:WS:XNAS:SEIC,WS:XNAS:SEIC,XNAS,SEIC,0,
WSSEC:WS:XNAS:SFM,WS:XNAS:SFM,XNAS,SFM,0,
WSSEC:WS:XNAS:SHC,WS:XNAS:SHC,XNAS,SHC,0,
WSSEC:WS:XNAS:SIGI,WS:XNAS:SIGI,XNAS,SIGI,0,
WSSEC:WS:XNAS:SIRI,WS:XNAS:SIRI,XNAS,SIRI,0,
WSSEC:WS:XNAS:SITM,WS:XNAS:SITM,XNAS,SITM,0,
WSSEC:WS:XNAS:SLAB,WS:XNAS:SLAB,XNAS,SLAB,0,
WSSEC:WS:XNAS:SLM,WS:XNAS:SLM,XNAS,SLM,0,
WSSEC:WS:XNAS:SMTC,WS:XNAS:SMTC,XNAS,SMTC,0,
WSSEC:WS:XNAS:SNDK,WS:XNAS:SNDK,XNAS,SNDK,0,
WSSEC:WS:XNAS:SNPS,WS:XNAS:SNPS,XNAS,SNPS,0,
WSSEC:WS:XNAS:STLD,WS:XNAS:STLD,XNAS,STLD,0,
WSSEC:WS:XNAS:STRL,WS:XNAS:STRL,XNAS,STRL,0,
WSSEC:WS:XNAS:SWKS,WS:XNAS:SWKS,XNAS,SWKS,0,
WSSEC:WS:XNAS:SYNA,WS:XNAS:SYNA,XNAS,SYNA,0,
WSSEC:WS:XNAS:TCBI,WS:XNAS:TCBI,XNAS,TCBI,0,
WSSEC:WS:XNAS:TECH,WS:XNAS:TECH,XNAS,TECH,0,
WSSEC:WS:XNAS:TLN,WS:XNAS:TLN,XNAS,TLN,0,
WSSEC:WS:XNAS:TMUS,WS:XNAS:TMUS,XNAS,TMUS,0,
WSSEC:WS:XNAS:TROW,WS:XNAS:TROW,XNAS,TROW,0,
WSSEC:WS:XNAS:TSCO,WS:XNAS:TSCO,XNAS,TSCO,0,
WSSEC:WS:XNAS:TSLA,WS:XNAS:TSLA,XNAS,TSLA,0,
WSSEC:WS:XNAS:TTD,WS:XNAS:TTD,XNAS,TTD,0,
WSSEC:WS:XNAS:TTEK,WS:XNAS:TTEK,XNAS,TTEK,0,
WSSEC:WS:XNAS:TTMI,WS:XNAS:TTMI,XNAS,TTMI,0,
WSSEC:WS:XNAS:TTWO,WS:XNAS:TTWO,XNAS,TTWO,0,
WSSEC:WS:XNAS:TXN,WS:XNAS:TXN,XNAS,TXN,0,
WSSEC:WS:XNAS:TXRH,WS:XNAS:TXRH,XNAS,TXRH,0,
WSSEC:WS:XNAS:UBSI,WS:XNAS:UBSI,XNAS,UBSI,0,
WSSEC:WS:XNAS:UFPI,WS:XNAS:UFPI,XNAS,UFPI,0,
WSSEC:WS:XNAS:ULTA,WS:XNAS:ULTA,XNAS,ULTA,0,
WSSEC:WS:XNAS:UMBF,WS:XNAS:UMBF,XNAS,UMBF,0,
WSSEC:WS:XNAS:UTHR,WS:XNAS:UTHR,XNAS,UTHR,0,
WSSEC:WS:XNAS:VC,WS:XNAS:VC,XNAS,VC,0,
WSSEC:WS:XNAS:VIAV,WS:XNAS:VIAV,XNAS,VIAV,0,
WSSEC:WS:XNAS:VICR,WS:XNAS:VICR,XNAS,VICR,0,
WSSEC:WS:XNAS:VLY,WS:XNAS:VLY,XNAS,VLY,0,
WSSEC:WS:XNAS:VNOM,WS:XNAS:VNOM,XNAS,VNOM,0,
WSSEC:WS:XNAS:VRSK,WS:XNAS:VRSK,XNAS,VRSK,0,
WSSEC:WS:XNAS:VRSN,WS:XNAS:VRSN,XNAS,VRSN,0,
WSSEC:WS:XNAS:VRTX,WS:XNAS:VRTX,XNAS,VRTX,0,
WSSEC:WS:XNAS:VTRS,WS:XNAS:VTRS,XNAS,VTRS,0,
WSSEC:WS:XNAS:WBD,WS:XNAS:WBD,XNAS,WBD,0,
WSSEC:WS:XNAS:WDC,WS:XNAS:WDC,XNAS,WDC,0,
WSSEC:WS:XNAS:WFRD,WS:XNAS:WFRD,XNAS,WFRD,0,
WSSEC:WS:XNAS:WING,WS:XNAS:WING,XNAS,WING,0,
WSSEC:WS:XNAS:WMG,WS:XNAS:WMG,XNAS,WMG,0,
WSSEC:WS:XNAS:WMT,WS:XNAS:WMT,XNAS,WMT,0,
WSSEC:WS:XNAS:WTFC,WS:XNAS:WTFC,XNAS,WTFC,0,
WSSEC:WS:XNAS:WWD,WS:XNAS:WWD,XNAS,WWD,0,
WSSEC:WS:XNAS:WYNN,WS:XNAS:WYNN,XNAS,WYNN,0,
WSSEC:WS:XNAS:XRAY,WS:XNAS:XRAY,XNAS,XRAY,0,
WSSEC:WS:XNAS:ZBRA,WS:XNAS:ZBRA,XNAS,ZBRA,0,
WSSEC:WS:XNAS:ZION,WS:XNAS:ZION,XNAS,ZION,0,
WSSEC:WS:XNYS:A,WS:XNYS:A,XNYS,A,0,
WSSEC:WS:XNYS:AA,WS:XNYS:AA,XNYS,AA,0,
WSSEC:WS:XNYS:ABBV,WS:XNYS:ABBV,XNYS,ABBV,0,
WSSEC:WS:XNYS:ABT,WS:XNYS:ABT,XNYS,ABT,0,
WSSEC:WS:XNYS:ACI,WS:XNYS:ACI,XNYS,ACI,0,
WSSEC:WS:XNYS:ACM,WS:XNYS:ACM,XNYS,ACM,0,
WSSEC:WS:XNYS:ADM,WS:XNYS:ADM,XNYS,ADM,0,
WSSEC:WS:XNYS:AEE,WS:XNYS:AEE,XNYS,AEE,0,
WSSEC:WS:XNYS:AEP,WS:XNYS:AEP,XNYS,AEP,0,
WSSEC:WS:XNYS:AES,WS:XNYS:AES,XNYS,AES,0,
WSSEC:WS:XNYS:AFG,WS:XNYS:AFG,XNYS,AFG,0,
WSSEC:WS:XNYS:AFL,WS:XNYS:AFL,XNYS,AFL,0,
WSSEC:WS:XNYS:AGCO,WS:XNYS:AGCO,XNYS,AGCO,0,
WSSEC:WS:XNYS:AIG,WS:XNYS:AIG,XNYS,AIG,0,
WSSEC:WS:XNYS:AIT,WS:XNYS:AIT,XNYS,AIT,0,
WSSEC:WS:XNYS:AIZ,WS:XNYS:AIZ,XNYS,AIZ,0,
WSSEC:WS:XNYS:AJG,WS:XNYS:AJG,XNYS,AJG,0,
WSSEC:WS:XNYS:ALB,WS:XNYS:ALB,XNYS,ALB,0,
WSSEC:WS:XNYS:ALK,WS:XNYS:ALK,XNYS,ALK,0,
WSSEC:WS:XNYS:ALL,WS:XNYS:ALL,XNYS,ALL,0,
WSSEC:WS:XNYS:ALLY,WS:XNYS:ALLY,XNYS,ALLY,0,
WSSEC:WS:XNYS:ALSN,WS:XNYS:ALSN,XNYS,ALSN,0,
WSSEC:WS:XNYS:ALV,WS:XNYS:ALV,XNYS,ALV,0,
WSSEC:WS:XNYS:AM,WS:XNYS:AM,XNYS,AM,0,
WSSEC:WS:XNYS:AME,WS:XNYS:AME,XNYS,AME,0,
WSSEC:WS:XNYS:AMG,WS:XNYS:AMG,XNYS,AMG,0,
WSSEC:WS:XNYS:AMP,WS:XNYS:AMP,XNYS,AMP,0,
WSSEC:WS:XNYS:AN,WS:XNYS:AN,XNYS,AN,0,
WSSEC:WS:XNYS:ANF,WS:XNYS:ANF,XNYS,ANF,0,
WSSEC:WS:XNYS:AOS,WS:XNYS:AOS,XNYS,AOS,0,
WSSEC:WS:XNYS:APD,WS:XNYS:APD,XNYS,APD,0,
WSSEC:WS:XNYS:APG,WS:XNYS:APG,XNYS,APG,0,
WSSEC:WS:XNYS:APH,WS:XNYS:APH,XNYS,APH,0,
WSSEC:WS:XNYS:AR,WS:XNYS:AR,XNYS,AR,0,
WSSEC:WS:XNYS:ARES,WS:XNYS:ARES,XNYS,ARES,0,
WSSEC:WS:XNYS:ARMK,WS:XNYS:ARMK,XNYS,ARMK,0,
WSSEC:WS:XNYS:ARW,WS:XNYS:ARW,XNYS,ARW,0,
WSSEC:WS:XNYS:ASB,WS:XNYS:ASB,XNYS,ASB,0,
WSSEC:WS:XNYS:ASH,WS:XNYS:ASH,XNYS,ASH,0,
WSSEC:WS:XNYS:ATI,WS:XNYS:ATI,XNYS,ATI,0,
WSSEC:WS:XNYS:ATO,WS:XNYS:ATO,XNYS,ATO,0,
WSSEC:WS:XNYS:ATR,WS:XNYS:ATR,XNYS,ATR,0,
WSSEC:WS:XNYS:AVNT,WS:XNYS:AVNT,XNYS,AVNT,0,
WSSEC:WS:XNYS:AVTR,WS:XNYS:AVTR,XNYS,AVTR,0,
WSSEC:WS:XNYS:AVY,WS:XNYS:AVY,XNYS,AVY,0,
WSSEC:WS:XNYS:AWK,WS:XNYS:AWK,XNYS,AWK,0,
WSSEC:WS:XNYS:AXP,WS:XNYS:AXP,XNYS,AXP,0,
WSSEC:WS:XNYS:AXTA,WS:XNYS:AXTA,XNYS,AXTA,0,
WSSEC:WS:XNYS:AYI,WS:XNYS:AYI,XNYS,AYI,0,
WSSEC:WS:XNYS:AZO,WS:XNYS:AZO,XNYS,AZO,0,
WSSEC:WS:XNYS:BA,WS:XNYS:BA,XNYS,BA,0,
WSSEC:WS:XNYS:BAC,WS:XNYS:BAC,XNYS,BAC,0,
WSSEC:WS:XNYS:BAH,WS:XNYS:BAH,XNYS,BAH,0,
WSSEC:WS:XNYS:BALL,WS:XNYS:BALL,XNYS,BALL,0,
WSSEC:WS:XNYS:BAX,WS:XNYS:BAX,XNYS,BAX,0,
WSSEC:WS:XNYS:BBWI,WS:XNYS:BBWI,XNYS,BBWI,0,
WSSEC:WS:XNYS:BBY,WS:XNYS:BBY,XNYS,BBY,0,
WSSEC:WS:XNYS:BC,WS:XNYS:BC,XNYS,BC,0,
WSSEC:WS:XNYS:BCO,WS:XNYS:BCO,XNYS,BCO,0,
WSSEC:WS:XNYS:BDC,WS:XNYS:BDC,XNYS,BDC,0,
WSSEC:WS:XNYS:BDX,WS:XNYS:BDX,XNYS,BDX,0,
WSSEC:WS:XNYS:BEN,WS:XNYS:BEN,XNYS,BEN,0,
WSSEC:WS:XNYS:BILL,WS:XNYS:BILL,XNYS,BILL,0,
WSSEC:WS:XNYS:BIO,WS:XNYS:BIO,XNYS,BIO,0,
WSSEC:WS:XNYS:BJ,WS:XNYS:BJ,XNYS,BJ,0,
WSSEC:WS:XNYS:BKH,WS:XNYS:BKH,XNYS,BKH,0,
WSSEC:WS:XNYS:BKR,WS:XNYS:BKR,XNYS,BKR,0,
WSSEC:WS:XNYS:BLDR,WS:XNYS:BLDR,XNYS,BLDR,0,
WSSEC:WS:XNYS:BMY,WS:XNYS:BMY,XNYS,BMY,0,
WSSEC:WS:XNYS:BNY,WS:XNYS:BNY,XNYS,BNY,0,
WSSEC:WS:XNYS:BR,WS:XNYS:BR,XNYS,BR,0,
WSSEC:WS:XNYS:BRO,WS:XNYS:BRO,XNYS,BRO,0,
WSSEC:WS:XNYS:BROS,WS:XNYS:BROS,XNYS,BROS,0,
WSSEC:WS:XNYS:BSX,WS:XNYS:BSX,XNYS,BSX,0,
WSSEC:WS:XNYS:BURL,WS:XNYS:BURL,XNYS,BURL,0,
WSSEC:WS:XNYS:BWA,WS:XNYS:BWA,XNYS,BWA,0,
WSSEC:WS:XNYS:BWXT,WS:XNYS:BWXT,XNYS,BWXT,0,
WSSEC:WS:XNYS:BYD,WS:XNYS:BYD,XNYS,BYD,0,
WSSEC:WS:XNYS:C,WS:XNYS:C,XNYS,C,0,
WSSEC:WS:XNYS:CACI,WS:XNYS:CACI,XNYS,CACI,0,
WSSEC:WS:XNYS:CAH,WS:XNYS:CAH,XNYS,CAH,0,
WSSEC:WS:XNYS:CARR,WS:XNYS:CARR,XNYS,CARR,0,
WSSEC:WS:XNYS:CAT,WS:XNYS:CAT,XNYS,CAT,0,
WSSEC:WS:XNYS:CAVA,WS:XNYS:CAVA,XNYS,CAVA,0,
WSSEC:WS:XNYS:CBT,WS:XNYS:CBT,XNYS,CBT,0,
WSSEC:WS:XNYS:CCK,WS:XNYS:CCK,XNYS,CCK,0,
WSSEC:WS:XNYS:CDE,WS:XNYS:CDE,XNYS,CDE,0,
WSSEC:WS:XNYS:CF,WS:XNYS:CF,XNYS,CF,0,
WSSEC:WS:XNYS:CFG,WS:XNYS:CFG,XNYS,CFG,0,
WSSEC:WS:XNYS:CFR,WS:XNYS:CFR,XNYS,CFR,0,
WSSEC:WS:XNYS:CHD,WS:XNYS:CHD,XNYS,CHD,0,
WSSEC:WS:XNYS:CHE,WS:XNYS:CHE,XNYS,CHE,0,
WSSEC:WS:XNYS:CHH,WS:XNYS:CHH,XNYS,CHH,0,
WSSEC:WS:XNYS:CHWY,WS:XNYS:CHWY,XNYS,CHWY,0,
WSSEC:WS:XNYS:CL,WS:XNYS:CL,XNYS,CL,0,
WSSEC:WS:XNYS:CLF,WS:XNYS:CLF,XNYS,CLF,0,
WSSEC:WS:XNYS:CLH,WS:XNYS:CLH,XNYS,CLH,0,
WSSEC:WS:XNYS:CLX,WS:XNYS:CLX,XNYS,CLX,0,
WSSEC:WS:XNYS:CMC,WS:XNYS:CMC,XNYS,CMC,0,
WSSEC:WS:XNYS:CMG,WS:XNYS:CMG,XNYS,CMG,0,
WSSEC:WS:XNYS:CMI,WS:XNYS:CMI,XNYS,CMI,0,
WSSEC:WS:XNYS:CMS,WS:XNYS:CMS,XNYS,CMS,0,
WSSEC:WS:XNYS:CNC,WS:XNYS:CNC,XNYS,CNC,0,
WSSEC:WS:XNYS:CNH,WS:XNYS:CNH,XNYS,CNH,0,
WSSEC:WS:XNYS:CNM,WS:XNYS:CNM,XNYS,CNM,0,
WSSEC:WS:XNYS:CNO,WS:XNYS:CNO,XNYS,CNO,0,
WSSEC:WS:XNYS:CNP,WS:XNYS:CNP,XNYS,CNP,0,
WSSEC:WS:XNYS:CNX,WS:XNYS:CNX,XNYS,CNX,0,
WSSEC:WS:XNYS:COF,WS:XNYS:COF,XNYS,COF,0,
WSSEC:WS:XNYS:COP,WS:XNYS:COP,XNYS,COP,0,
WSSEC:WS:XNYS:COR,WS:XNYS:COR,XNYS,COR,0,
WSSEC:WS:XNYS:CPRI,WS:XNYS:CPRI,XNYS,CPRI,0,
WSSEC:WS:XNYS:CR,WS:XNYS:CR,XNYS,CR,0,
WSSEC:WS:XNYS:CRBG,WS:XNYS:CRBG,XNYS,CRBG,0,
WSSEC:WS:XNYS:CRL,WS:XNYS:CRL,XNYS,CRL,0,
WSSEC:WS:XNYS:CRM,WS:XNYS:CRM,XNYS,CRM,0,
WSSEC:WS:XNYS:CRS,WS:XNYS:CRS,XNYS,CRS,0,
WSSEC:WS:XNYS:CSL,WS:XNYS:CSL,XNYS,CSL,0,
WSSEC:WS:XNYS:CTVA,WS:XNYS:CTVA,XNYS,CTVA,0,
WSSEC:WS:XNYS:CVNA,WS:XNYS:CVNA,XNYS,CVNA,0,
WSSEC:WS:XNYS:CVS,WS:XNYS:CVS,XNYS,CVS,0,
WSSEC:WS:XNYS:CVX,WS:XNYS:CVX,XNYS,CVX,0,
WSSEC:WS:XNYS:CW,WS:XNYS:CW,XNYS,CW,0,
WSSEC:WS:XNYS:CXT,WS:XNYS:CXT,XNYS,CXT,0,
WSSEC:WS:XNYS:D,WS:XNYS:D,XNYS,D,0,
WSSEC:WS:XNYS:DAL,WS:XNYS:DAL,XNYS,DAL,0,
WSSEC:WS:XNYS:DAR,WS:XNYS:DAR,XNYS,DAR,0,
WSSEC:WS:XNYS:DCI,WS:XNYS:DCI,XNYS,DCI,0,
WSSEC:WS:XNYS:DE,WS:XNYS:DE,XNYS,DE,0,
WSSEC:WS:XNYS:DG,WS:XNYS:DG,XNYS,DG,0,
WSSEC:WS:XNYS:DHI,WS:XNYS:DHI,XNYS,DHI,0,
WSSEC:WS:XNYS:DHR,WS:XNYS:DHR,XNYS,DHR,0,
WSSEC:WS:XNYS:DINO,WS:XNYS:DINO,XNYS,DINO,0,
WSSEC:WS:XNYS:DIS,WS:XNYS:DIS,XNYS,DIS,0,
WSSEC:WS:XNYS:DKS,WS:XNYS:DKS,XNYS,DKS,0,
WSSEC:WS:XNYS:DLB,WS:XNYS:DLB,XNYS,DLB,0,
WSSEC:WS:XNYS:DOCN,WS:XNYS:DOCN,XNYS,DOCN,0,
WSSEC:WS:XNYS:DOCS,WS:XNYS:DOCS,XNYS,DOCS,0,
WSSEC:WS:XNYS:DOV,WS:XNYS:DOV,XNYS,DOV,0,
WSSEC:WS:XNYS:DPZ,WS:XNYS:DPZ,XNYS,DPZ,0,
WSSEC:WS:XNYS:DRI,WS:XNYS:DRI,XNYS,DRI,0,
WSSEC:WS:XNYS:DT,WS:XNYS:DT,XNYS,DT,0,
WSSEC:WS:XNYS:DTM,WS:XNYS:DTM,XNYS,DTM,0,
WSSEC:WS:XNYS:DUK,WS:XNYS:DUK,XNYS,DUK,0,
WSSEC:WS:XNYS:DVA,WS:XNYS:DVA,XNYS,DVA,0,
WSSEC:WS:XNYS:DVN,WS:XNYS:DVN,XNYS,DVN,0,
WSSEC:WS:XNYS:DY,WS:XNYS:DY,XNYS,DY,0,
WSSEC:WS:XNYS:ECL,WS:XNYS:ECL,XNYS,ECL,0,
WSSEC:WS:XNYS:ED,WS:XNYS:ED,XNYS,ED,0,
WSSEC:WS:XNYS:EFX,WS:XNYS:EFX,XNYS,EFX,0,
WSSEC:WS:XNYS:EHC,WS:XNYS:EHC,XNYS,EHC,0,
WSSEC:WS:XNYS:EIX,WS:XNYS:EIX,XNYS,EIX,0,
WSSEC:WS:XNYS:EL,WS:XNYS:EL,XNYS,EL,0,
WSSEC:WS:XNYS:ELAN,WS:XNYS:ELAN,XNYS,ELAN,0,
WSSEC:WS:XNYS:ELF,WS:XNYS:ELF,XNYS,ELF,0,
WSSEC:WS:XNYS:ELV,WS:XNYS:ELV,XNYS,ELV,0,
WSSEC:WS:XNYS:EME,WS:XNYS:EME,XNYS,EME,0,
WSSEC:WS:XNYS:EMR,WS:XNYS:EMR,XNYS,EMR,0,
WSSEC:WS:XNYS:ENS,WS:XNYS:ENS,XNYS,ENS,0,
WSSEC:WS:XNYS:EOG,WS:XNYS:EOG,XNYS,EOG,0,
WSSEC:WS:XNYS:EQH,WS:XNYS:EQH,XNYS,EQH,0,
WSSEC:WS:XNYS:EQT,WS:XNYS:EQT,XNYS,EQT,0,
WSSEC:WS:XNYS:ES,WS:XNYS:ES,XNYS,ES,0,
WSSEC:WS:XNYS:ESAB,WS:XNYS:ESAB,XNYS,ESAB,0,
WSSEC:WS:XNYS:ESNT,WS:XNYS:ESNT,XNYS,ESNT,0,
WSSEC:WS:XNYS:ETR,WS:XNYS:ETR,XNYS,ETR,0,
WSSEC:WS:XNYS:EVR,WS:XNYS:EVR,XNYS,EVR,0,
WSSEC:WS:XNYS:EVRG,WS:XNYS:EVRG,XNYS,EVRG,0,
WSSEC:WS:XNYS:EW,WS:XNYS:EW,XNYS,EW,0,
WSSEC:WS:XNYS:EXC,WS:XNYS:EXC,XNYS,EXC,0,
WSSEC:WS:XNYS:EXP,WS:XNYS:EXP,XNYS,EXP,0,
WSSEC:WS:XNYS:F,WS:XNYS:F,XNYS,F,0,
WSSEC:WS:XNYS:FAF,WS:XNYS:FAF,XNYS,FAF,0,
WSSEC:WS:XNYS:FBIN,WS:XNYS:FBIN,XNYS,FBIN,0,
WSSEC:WS:XNYS:FCN,WS:XNYS:FCN,XNYS,FCN,0,
WSSEC:WS:XNYS:FCX,WS:XNYS:FCX,XNYS,FCX,0,
WSSEC:WS:XNYS:FDS,WS:XNYS:FDS,XNYS,FDS,0,
WSSEC:WS:XNYS:FDX,WS:XNYS:FDX,XNYS,FDX,0,
WSSEC:WS:XNYS:FE,WS:XNYS:FE,XNYS,FE,0,
WSSEC:WS:XNYS:FERG,WS:XNYS:FERG,XNYS,FERG,0,
WSSEC:WS:XNYS:FHI,WS:XNYS:FHI,XNYS,FHI,0,
WSSEC:WS:XNYS:FHN,WS:XNYS:FHN,XNYS,FHN,0,
WSSEC:WS:XNYS:FICO,WS:XNYS:FICO,XNYS,FICO,0,
WSSEC:WS:XNYS:FIS,WS:XNYS:FIS,XNYS,FIS,0,
WSSEC:WS:XNYS:FIX,WS:XNYS:FIX,XNYS,FIX,0,
WSSEC:WS:XNYS:FLG,WS:XNYS:FLG,XNYS,FLG,0,
WSSEC:WS:XNYS:FLR,WS:XNYS:FLR,XNYS,FLR,0,
WSSEC:WS:XNYS:FLS,WS:XNYS:FLS,XNYS,FLS,0,
WSSEC:WS:XNYS:FN,WS:XNYS:FN,XNYS,FN,0,
WSSEC:WS:XNYS:FNB,WS:XNYS:FNB,XNYS,FNB,0,
WSSEC:WS:XNYS:FND,WS:XNYS:FND,XNYS,FND,0,
WSSEC:WS:XNYS:FNF,WS:XNYS:FNF,XNYS,FNF,0,
WSSEC:WS:XNYS:FOUR,WS:XNYS:FOUR,XNYS,FOUR,0,
WSSEC:WS:XNYS:FTI,WS:XNYS:FTI,XNYS,FTI,0,
WSSEC:WS:XNYS:FTV,WS:XNYS:FTV,XNYS,FTV,0,
WSSEC:WS:XNYS:G,WS:XNYS:G,XNYS,G,0,
WSSEC:WS:XNYS:GAP,WS:XNYS:GAP,XNYS,GAP,0,
WSSEC:WS:XNYS:GATX,WS:XNYS:GATX,XNYS,GATX,0,
WSSEC:WS:XNYS:GBCI,WS:XNYS:GBCI,XNYS,GBCI,0,
WSSEC:WS:XNYS:GD,WS:XNYS:GD,XNYS,GD,0,
WSSEC:WS:XNYS:GEF,WS:XNYS:GEF,XNYS,GEF,0,
WSSEC:WS:XNYS:GEV,WS:XNYS:GEV,XNYS,GEV,0,
WSSEC:WS:XNYS:GGG,WS:XNYS:GGG,XNYS,GGG,0,
WSSEC:WS:XNYS:GHC,WS:XNYS:GHC,XNYS,GHC,0,
WSSEC:WS:XNYS:GL,WS:XNYS:GL,XNYS,GL,0,
WSSEC:WS:XNYS:GLW,WS:XNYS:GLW,XNYS,GLW,0,
WSSEC:WS:XNYS:GM,WS:XNYS:GM,XNYS,GM,0,
WSSEC:WS:XNYS:GME,WS:XNYS:GME,XNYS,GME,0,
