Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,feature_as_of_date,valid_bar_count,excluded_bar_count,source_data_defect,excluded_dates,filtered_policy_version,Close_Tech,EMA20,EMA50,SMA200,ATR14_Wilder_DEV,ATR14_Pct_DEV,R5,R20,R60,High20,High60,High252,Low20,Low60,Dist_EMA20,Dist_EMA50,Dist_SMA200,Dist_High252,Range20_Pct,MedianVolume20_Tech,MedianTurnover20_Native
409,WSSEC:WS:XNAS:VNOM,WS:XNAS:VNOM,XNAS,VNOM,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,41.720001220703125,43.884275331378397,43.928919374039914,43.713874988555908,1.1254722139160507,0.026976802037041805,-0.065412146256042081,-0.078418360971139189,-0.04202062108878557,46.139999389648438,46.139999389648438,51.130001068115234,41.334999084472656,40.169998168945312,-0.04931775890868495,-0.050283917401395595,-0.045611919976775606,-0.18404067378907607,0.11517258304372602,1229800,54803847.342300415
410,WSSEC:WS:XNAS:VRSK,WS:XNAS:VRSK,XNAS,VRSK,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,168.64999389648438,178.90246452719163,183.27237543157909,191.51905059814453,6.0972997572255068,0.036153572356296473,-0.044367645175734993,-0.10230479438036011,-0.060602712397874514,197.21000671386719,226.08000183105469,253.35000610351562,167.6199951171875,167.6199951171875,-0.057307598628128287,-0.079784973052601016,-0.11940878273068112,-0.33432015064733767,0.17545219488618383,999200,186660555.47790527
411,WSSEC:WS:XNAS:VRSN,WS:XNAS:VRSN,XNAS,VRSN,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,291.8800048828125,294.31558675273158,288.2255025907042,264.66954986572267,7.9788247477549534,0.027335975792375324,-0.033669866979524454,-0.0037884753355381662,0.16027988438355489,310,310,312.48001098632812,279.04000854492188,253.96000671386719,-0.0082754090491486965,0.012679316227259374,0.10280916346778368,-0.065924236364728439,0.10607095702738636,669450,201030920.57189941
412,WSSEC:WS:XNAS:VRTX,WS:XNAS:VRTX,XNAS,VRTX,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,522.3800048828125,521.59361677130039,513.34551544743226,471.43065002441404,12.786374344416096,0.024477151163709861,0.011697675394502172,-0.045515127527671839,0.051637697198026578,560.25,560.25,560.25,501.010009765625,465,0.0015076643697826686,0.017599237089868769,0.1080739125802701,-0.067594815023984789,0.11340401562204612,893250,463733584.63287354
413,WSSEC:WS:XNAS:VTRS,WS:XNAS:VTRS,XNAS,VTRS,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,17.420000076293945,16.891883341293202,16.714439937662537,15.1268000125885,0.41600667411640901,0.023880980039864226,0.016929417964686388,0.033827874297917448,0.096977326873731284,17.600000381469727,18.389999389648438,18.389999389648438,16.120000839233398,15.880000114440918,0.031264526538004933,0.042212610249750204,0.15159849153800198,-0.052746022052643227,0.084959789652951243,6975450,118068095.2044487
414,WSSEC:WS:XNAS:WBD,WS:XNAS:WBD,XNAS,WBD,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,30.840000152587891,28.973334391712054,28.125120709623481,27.621900014877319,0.48056131461271923,0.015582403120461517,0.092068002922890191,0.07269565748131801,0.15678920964365783,30.920000076293945,30.920000076293945,30.920000076293945,27.739999771118164,25.25,0.06442702574853798,0.096528632569938377,0.11650538652219011,-0.0025873196477573801,0.10311284985220522,18490100,518681501.67884827
415,WSSEC:WS:XNAS:WDC,WS:XNAS:WDC,XNAS,WDC,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,450.30999755859375,453.33878376238187,472.69664766287565,391.82904861450197,28.627425681091754,0.063572707326727276,0.062377622256787335,-0.039605031417067948,-0.29498055765678199,495.489990234375,617.3900146484375,799.8699951171875,407.1199951171875,407.1199951171875,-0.0066810657112797989,-0.047359443344831886,0.14925118275655924,-0.43702101553063055,0.19624257865980183,6131300,2870654312.7593994
416,WSSEC:WS:XNAS:WFRD,WS:XNAS:WFRD,XNAS,WFRD,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,82.199996948242188,87.987108811317484,89.607993900880615,92.99794994354248,3.5588406964089638,0.043294900590444219,-0.026758254330196296,-0.091813114482977687,-0.031117391603061373,99.400001525878906,99.400001525878906,113.15000152587891,79.589996337890625,77.699996948242188,-0.065772269838816677,-0.082671161691586836,-0.1161095809300694,-0.27353074821265511,0.24099763897146848,851700,76088122.333526611
417,WSSEC:WS:XNAS:WING,WS:XNAS:WING,XNAS,WING,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,107.33000183105469,110.25703620331625,121.26292837765656,183.20157554626465,6.5044154702372952,0.060602025149274881,-0.064336128605347875,-0.070172385451842567,-0.35116670886770684,119.83000183105469,179.72999572753906,302.79998779296875,100.12999725341797,100.12999725341797,-0.026547370336202802,-0.11489848326282959,-0.41414258304809071,-0.64554159128817845,0.18354611237821439,1047650,111645390.8657074
418,WSSEC:WS:XNAS:WMG,WS:XNAS:WMG,XNAS,WMG,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,27.690000534057617,28.050636657539002,27.894797102497058,28.621125011444093,0.88966362112267916,0.0321294187058042,-0.053171491213967803,0.020641407689420355,0.053252170778868679,29.670000076293945,29.870000839233398,35.419998168945312,27.054000854492188,24.514999389648438,-0.012856610988344896,-0.0073417479140261976,-0.03253277000866206,-0.21823822796425252,0.094474509618885025,1570650,44129118.40839386
419,WSSEC:WS:XNAS:WMT,WS:XNAS:WMT,XNAS,WMT,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,107.58999633789062,107.92690396540573,109.82964536770906,118.59539958953857,2.1745098920451258,0.020211078781116339,0.0074912952102705876,0.031148170539275544,-0.050061854947873741,111.23000335693359,118.08999633789062,135.16000366210938,102.26999664306641,102.15000152587891,-0.0031216278345489457,-0.020392026418004972,-0.092797893423673283,-0.20398051625643521,0.083279180396362618,22369700,2370871850.3738403
420,WSSEC:WS:XNAS:WTFC,WS:XNAS:WTFC,XNAS,WTFC,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,147.08000183105469,151.38228578804677,154.04154612271233,149.69345024108887,2.844765046431883,0.019341616882079988,-0.032304779818763896,-0.036614897523642553,-0.091425763561545303,154.63999938964844,167.22000122070312,167.22000122070312,145.60000610351562,145.60000610351562,-0.028419996002807091,-0.045192640991229438,-0.01745866907219451,-0.12044013421018296,0.061463102893598791,423700,64024371.257019043
421,WSSEC:WS:XNAS:WWD,WS:XNAS:WWD,XNAS,WWD,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,325.16000366210938,335.05706644335129,353.36951975137998,362.16500015258788,10.35810899577846,0.03185542157436469,0.0015091946102501197,-0.052729725539174099,-0.25497204233527293,355.02999877929688,435.77999877929688,450.92001342773438,312.42999267578125,312.42999267578125,-0.02953843918679222,-0.079830077334111738,-0.10217717469906673,-0.27889649166299346,0.13101244194776029,582650,192440285.81237793
422,WSSEC:WS:XNAS:WYNN,WS:XNAS:WYNN,XNAS,WYNN,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,80.19000244140625,87.349108639703132,92.83331554467695,104.50249992370605,2.617061462054711,0.032635757355999113,-0.033389545246328978,-0.17474525108065431,-0.17406524393789613,97,109.23999786376953,134.72000122070312,77.05999755859375,77.05999755859375,-0.08195969380553958,-0.13619370404998599,-0.23264991268198931,-0.40476542670129489,0.24865945671938519,1927900,167462688.80348206
423,WSSEC:WS:XNAS:XRAY,WS:XNAS:XRAY,XNAS,XRAY,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,9.4399995803833008,10.519474136886434,11.158088768492615,11.704950022697449,0.45719825656159169,0.048432020856406403,-0.090558817311559014,-0.13553117999729269,-0.12430428439524266,11.720000267028809,14.439999580383301,14.760000228881836,9.3599996566772461,9.3599996566772461,-0.10261677936142888,-0.15397701378400275,-0.19350364058984526,-0.36043364268305023,0.2500000757686196,3504850,37397848.409938812
424,WSSEC:WS:XNAS:ZBRA,WS:XNAS:ZBRA,XNAS,ZBRA,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,365.10000610351562,353.52896462735544,335.03114140551634,264.00674964904783,11.134293829523163,0.030496558869862883,0.049711074052749549,0.014617635113262528,0.38684187708021689,374.94000244140625,386.23001098632812,386.23001098632812,336.39999389648438,250.32000732421875,0.032730108799874147,0.089749462010769943,0.382919211682482,-0.054708345498197142,0.10556014215457107,526350,184554153.6895752
425,WSSEC:WS:XNAS:ZION,WS:XNAS:ZION,XNAS,ZION,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,64.980003356933594,67.544460855874959,68.083320232312801,63.124250106811523,1.4861844549303722,0.022871412406164353,-0.060711143823570679,-0.046375052260345329,-0.062743377459029803,70.129997253417969,73.339996337890625,73.339996337890625,64.129997253417969,64.129997253417969,-0.037966954898246308,-0.045581162387352991,0.029398420527483093,-0.11398954729205368,0.092336098646258052,1387050,95038728.133010864
426,WSSEC:WS:XNYS:A,WS:XNYS:A,XNYS,A,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,172.83999633789062,156.04950854001777,148.78835473817045,131.92640003204346,5.0050893897172735,0.02895793505996528,0.10553921188752802,0.11452150049742582,0.30121203007829744,174.77000427246094,174.77000427246094,174.77000427246094,141.25,125,0.10759718473299174,0.16165002726218014,0.31012440494025229,-0.011043130327796358,0.19393661758087274,2712900,415917890.17944336
427,WSSEC:WS:XNYS:AA,WS:XNYS:AA,XNYS,AA,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,44.639999389648438,48.126601434715717,50.13820214190909,58.095350093841553,1.9781876754775047,0.044314240647956332,-0.049201306405823209,-0.13905495268377388,-0.15900531556629283,53.169998168945312,55.229999542236328,84.379997253417969,43.979999542236328,42.479999542236328,-0.072446462894266372,-0.10966094748867872,-0.23160804922353784,-0.47096467358749283,0.20586914767834991,3401950,166506811.74354553
428,WSSEC:WS:XNYS:ABBV,WS:XNYS:ABBV,XNYS,ABBV,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,265.1199951171875,260.94284479093068,255.12202787313151,230.356099319458,5.3608975720410452,0.02022064601227621,0.0041663743250086593,0.0084442802291475605,0.053568573200742042,269.3900146484375,269.3900146484375,269.3900146484375,246.77000427246094,241.19999694824219,0.016007912880706021,0.039188961170486758,0.15091371967329126,-0.015850697127072433,0.085319895868201628,4045800,1055483325.201416
429,WSSEC:WS:XNYS:ABT,WS:XNYS:ABT,XNYS,ABT,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,101.06999969482422,104.87082398025528,104.61082535160928,104.74844993591309,2.3881732472146893,0.023628903279169469,-0.011346998180751799,-0.11419806269543642,0.1138417685061377,113.91000366210938,117.33999633789062,136.83000183105469,100.33000183105469,87.639999389648438,-0.036242914293747375,-0.033847602720692871,-0.035116989734353177,-0.26134620812461651,0.13436234166477512,7818300,829712801.49917603
430,WSSEC:WS:XNYS:ACI,WS:XNYS:ACI,XNYS,ACI,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,12.119999885559082,12.366689088612475,12.772758234134185,15.631400036811829,0.3941334547180127,0.032519262247487371,-0.047169840320284595,-0.021001633802777864,-0.11918606947988575,13.029999732971191,15.479999542236328,20,11.630000114440918,10.859999656677246,-0.019947877826131277,-0.051105511950477411,-0.22463759759096602,-0.39400000572204585,0.11551152077141237,6735200,84594114.826202393
431,WSSEC:WS:XNYS:ACM,WS:XNYS:ACM,XNYS,ACM,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,62.930000305175781,64.645882390798135,66.964307610055585,81.757849864959724,2.1400656059370564,0.034007080812949612,-0.025851365454974684,-0.028708142986085372,-0.10279439901929543,70.5,76.849998474121094,135.52000427246094,61.779998779296875,60.349998474121094,-0.026542790076705569,-0.060245636053944618,-0.23028797345921026,-0.53564050825547527,0.13856668009559717,1520750,98515247.936248779
432,WSSEC:WS:XNYS:ADM,WS:XNYS:ADM,XNYS,ADM,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,81.879997253417969,83.768059216723188,82.385900203294881,73.778100204467776,2.5021456008329857,0.030558691802209811,-0.070496076088511717,0.022349868864714795,0.071727691336273436,88.75,88.75,88.75,78.970001220703125,75.279998779296875,-0.022539163267713547,-0.0061406496576301706,0.10981438972400603,-0.077408481651628502,0.11944307654319837,3536500,296791508.40110779
433,WSSEC:WS:XNYS:AEE,WS:XNYS:AEE,XNYS,AEE,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,99.199996948242188,103.79178032773258,106.45847922622765,107.80269973754883,1.5950553644394303,0.01607918763618162,-0.04523584705112893,-0.079350376350420526,-0.12243457055195472,107.41999816894531,116.40000152587891,118.31999969482422,99.139999389648438,99.139999389648438,-0.044240337385016315,-0.06818134479040372,-0.079800439230653497,-0.16159569638182159,0.083467732197784056,1526900,160823989.34707642
434,WSSEC:WS:XNYS:AEP,WS:XNYS:AEP,XNYS,AEP,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,117.56999969482422,121.70561463515442,124.68875394105532,126.93005004882812,1.979262385173342,0.016834757083532381,-0.03330046834645084,-0.046935804854734142,-0.14063298155918258,126.33999633789062,140.58000183105469,140.58000183105469,117.30000305175781,117.30000305175781,-0.033980477833564393,-0.057092191727221686,-0.073741799915805872,-0.16367905702464902,0.076890306282196744,3421100,412068778.50341797
435,WSSEC:WS:XNYS:AES,WS:XNYS:AES,XNYS,AES,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,14.850000381469727,14.803440036935953,14.765631129102244,14.655449976921082,0.046698191086914809,0.0031446592516715492,0,0.0081466967388093003,0.012960473126550465,14.880000114440918,14.880000114440918,17.649999618530273,14.710000038146973,14.529999732971191,0.0031452381620489245,0.0057138940848382447,0.013274952652768457,-0.15864018683155667,0.011447816291377103,7342550,108748639.23530579
436,WSSEC:WS:XNYS:AFG,WS:XNYS:AFG,XNYS,AFG,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,141.24000549316406,142.73801562710423,142.04553244266643,135.06679958343506,2.2810035385805612,0.016149840341736325,-0.017118938812254569,-0.017118938812254569,0.039370123832108694,145.97000122070312,148.71000671386719,150.02000427246094,139.25999450683594,135.99000549316406,-0.010494822471496579,-0.0056709066145920195,0.045704835894298412,-0.058525520125642383,0.047507833849468009,306800,43872872.937011719
437,WSSEC:WS:XNYS:AFL,WS:XNYS:AFL,XNYS,AFL,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,114.01000213623047,116.34825045676025,118.00553196171261,114.92840007781983,1.8692184693439211,0.016395214755898287,-0.022212661850638526,-0.029289015763258375,-0.027633244040678351,119.19000244140625,130.22000122070312,130.22000122070312,113.59999847412109,113.59999847412109,-0.020096978780087205,-0.033858834912743774,-0.0079910443455881719,-0.12448163824694769,0.049030820652083355,2001400,229230108.19969177
438,WSSEC:WS:XNYS:AGCO,WS:XNYS:AGCO,XNYS,AGCO,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,119.90000152587891,119.25754305521262,115.7449674583641,115.94639980316163,4.4690173650091314,0.037272871627483259,-0.019623887702302167,0.12255410791582744,0.0087497973261558837,135.16999816894531,135.16999816894531,143.77999877929688,107.63999938964844,98.220001220703125,0.0053871516568879674,0.035898183383303195,0.034098529401768163,-0.1660870597869033,0.22960799356916498,1159500,136577927.83927917
439,WSSEC:WS:XNYS:AIG,WS:XNYS:AIG,XNYS,AIG,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,74.819999694824219,75.721815007822087,76.424149767664105,77.310649948120115,1.3819015864725874,0.018469681797769141,-0.01136364438271209,-0.027932980275185537,0.0038910629313990697,77.489997863769531,82.449996948242188,87.290000915527344,73.930000305175781,73.930000305175781,-0.011909583954171077,-0.020990093808261334,-0.032216133934551916,-0.14285715534326371,0.047580828296100865,4159200,316781395.80230713
440,WSSEC:WS:XNYS:AIT,WS:XNYS:AIT,XNYS,AIT,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,320.3900146484375,325.41992410101761,330.21190880266079,299.98670066833495,8.1058206739240699,0.025299854250509492,0.0036966988031308379,-0.062145017189252583,-0.067386602202570645,344.5,374.79998779296875,374.79998779296875,312.25,310.04000854492188,-0.015456673301351809,-0.029744215433771592,0.068014061738891796,-0.14517069081279188,0.10065856776275559,237000,75910341.192626953
441,WSSEC:WS:XNYS:AIZ,WS:XNYS:AIZ,XNYS,AIZ,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,261.8599853515625,278.4778106634609,277.89389917732569,249.28054946899414,6.1168361654132575,0.02335918623535033,-0.077340517937531716,-0.092371229808324573,-0.024838988038786702,288.70001220703125,303.94000244140625,303.94000244140625,261.07000732421875,261.07000732421875,-0.059673786117131478,-0.057697969884296985,0.050462965960900164,-0.13844843308493415,0.1055144215551589,302750,85356708.801269531
442,WSSEC:WS:XNYS:AJG,WS:XNYS:AJG,XNYS,AJG,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,227.1300048828125,244.24401284539195,246.50356635626068,233.47199989318847,6.8581812511530318,0.030194959290788127,-0.059152473230910219,-0.14300265657113598,-0.010628576745917329,271.26998901367188,272.79000854492188,313.54998779296875,226.25999450683594,226.25999450683594,-0.07006930390311239,-0.07859343278404507,-0.027163835548919657,-0.2756178800020167,0.1981684213411557,1390200,341203922.61581421
443,WSSEC:WS:XNYS:ALB,WS:XNYS:ALB,XNYS,ALB,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,108.25,119.54374911706795,127.31249933077024,156.09974987030029,5.2916764641286456,0.048883847243682638,-0.059104762028547531,-0.19522708779459041,-0.19832629061241502,141.22000122070312,144.05999755859375,221,107.90000152587891,107.90000152587891,-0.094473773831604491,-0.14972999062129799,-0.3065331617126712,-0.51018099547511309,0.30780600179976186,2363850,269212435.71014404
444,WSSEC:WS:XNYS:ALK,WS:XNYS:ALK,XNYS,ALK,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,41.900001525878906,41.522231074414073,43.4108192720227,45.874300022125247,1.5120056719878543,0.036086052909902321,0.029231207766352796,0.036872103046103222,-0.213736145505107,44.380001068115234,54.029998779296875,60.630001068115234,38.880001068115234,38.880001068115234,0.0090980287352047107,-0.034802792747970157,-0.086634531629464218,-0.30892296243231088,0.13126491168748544,2356900,96579212.787818909
445,WSSEC:WS:XNYS:ALL,WS:XNYS:ALL,XNYS,ALL,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,227.16999816894531,247.69436597844927,250.12565290008817,224.1274501800537,6.2403671616519523,0.027470032187133352,-0.099282375315622673,-0.13230968913590058,-0.045263529301312388,266.45001220703125,277.22000122070312,277.22000122070312,225.6199951171875,225.6199951171875,-0.082861665942331908,-0.091776490995557403,0.013575079654220668,-0.18054253961247013,0.17973331610223744,1507250,385027847.87139893
446,WSSEC:WS:XNYS:ALLY,WS:XNYS:ALLY,XNYS,ALLY,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,39.889999389648438,41.806250479203612,42.802113117178727,42.895350036621096,0.99538816667783536,0.024953326194738955,-0.04887933486376006,-0.070812972138759367,-0.13881693323703259,43.924999237060547,47.290000915527344,47.290000915527344,39.840000152587891,39.840000152587891,-0.045836473436153047,-0.068036681262858223,-0.070062387750814414,-0.15648131492104,0.10240659681566013,3306700,137819124.102211
447,WSSEC:WS:XNYS:ALSN,WS:XNYS:ALSN,XNYS,ALSN,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,118.86000061035156,123.68074302713171,122.94225170384895,116.67604965209961,3.9813044879645725,0.033495746824166173,-0.037492892813275835,-0.1078585572169104,-0.045454514819327274,134.66000366210938,134.66000366210938,137.6199951171875,116.98999786376953,109.70999908447266,-0.03897730801732513,-0.033204622795838912,0.01871807423000682,-0.13631736064851074,0.14866233979138105,702400,86879468.104553223
448,WSSEC:WS:XNYS:ALV,WS:XNYS:ALV,XNYS,ALV,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,117.75,119.70942316355216,120.57847767883487,119.22494995117188,2.5970359804477843,0.022055507264949335,-0.0063291139240506666,-0.060780111507094725,-0.025329009357107468,125.86000061035156,126.90000152587891,132.16999816894531,114.34999847412109,113.29000091552734,-0.016368161434335171,-0.023457566667648755,-0.012371151774657418,-0.10910190185909707,0.09774948735652203,550550,67370625.686645508
449,WSSEC:WS:XNYS:AM,WS:XNYS:AM,XNYS,AM,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,21.040000915527344,21.863854848214874,22.03187080347433,21.153449974060059,0.49184331772286344,0.023376582524760596,-0.026827007455686114,-0.049683762621755001,-0.072719241061877882,23.194999694824219,23.350000381469727,23.834999084472656,20.909999847412109,20.909999847412109,-0.037681092305403618,-0.045019775977924392,-0.005363146847054967,-0.11726445463831037,0.10860264961898355,1990150,44713963.3852005
450,WSSEC:WS:XNYS:AME,WS:XNYS:AME,XNYS,AME,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,247.74000549316406,240.2573771113664,239.88556528309712,228.77944984436036,5.2024979115431114,0.020999829644738847,0.057272096916489934,0.010358925679179398,0.023972898211251703,248.58000183105469,261.16000366210938,261.16000366210938,229.60000610351562,226.50999450683594,0.031144219052758881,0.032742446177608242,0.082877005175520102,-0.051386115717428904,0.076612558757946675,1394200,330548798.43215942
451,WSSEC:WS:XNYS:AMG,WS:XNYS:AMG,XNYS,AMG,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,364.66000366210938,358.01685640084395,356.74161480689236,319.21350006103518,10.875040853713273,0.029822411957714963,0.041945231770264435,0.02372199660238028,0.07227716437415399,376.75,392.92001342773438,392.92001342773438,339.8699951171875,328.1099853515625,0.018555403586437924,0.02219642600290217,0.1423702430892948,-0.071923060164565955,0.10113531649329213,246800,89576202.410888672
452,WSSEC:WS:XNYS:AMP,WS:XNYS:AMP,XNYS,AMP,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,485.14999389648438,537.48389475487124,535.79040129109069,492.97745117187497,15.455855086468242,0.031857889891607483,-0.11095843312456266,-0.13409372362365879,0.057524595799755218,567.33001708984375,572.55999755859375,572.55999755859375,477.91000366210938,457.3900146484375,-0.097368314416666601,-0.094515331503846389,-0.01587792150895273,-0.15266522990573428,0.1843141596469107,548950,304716888.92822266
453,WSSEC:WS:XNYS:AN,WS:XNYS:AN,XNYS,AN,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,168.75999450683594,195.34041551451219,199.44753818317818,200.96114974975586,8.0336413012709276,0.047603943841948333,-0.17914296652121131,-0.15404285999371103,-0.12127054503948731,213.21000671386719,235.80999755859375,235.80999755859375,165.13999938964844,165.13999938964844,-0.13607230709356988,-0.15386273481178769,-0.16023572358646421,-0.28433910243817084,0.28484243238270301,452550,90601581.829071045
454,WSSEC:WS:XNYS:ANF,WS:XNYS:ANF,XNYS,ANF,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,136.75999450683594,135.6682810927033,121.8236343755685,100.01724979400635,6.3739949329686665,0.046607159907790602,-0.027449870177671309,0.25456372650948245,0.5306099254880956,155.22000122070312,155.22000122070312,155.22000122070312,106.91999816894531,85.040000915527344,0.0080469318645428611,0.12260642368639507,0.36736407758165979,-0.11892801551791898,0.35317347902747642,1553650,221300468.9163208
455,WSSEC:WS:XNYS:AOS,WS:XNYS:AOS,XNYS,AOS,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,57.700000762939453,58.428929796929928,59.661790612815743,64.674099903106693,1.3088475930096679,0.022683666823282558,0.01352539001644204,-0.076504462457071654,-0.080038271046886211,62.990001678466797,64.769996643066406,81.870002746582031,56.490001678466797,56.490001678466797,-0.012475481521292187,-0.032881846651362179,-0.10783449867281769,-0.29522415015005776,0.11265164495760166,1325800,78443141.498565674
456,WSSEC:WS:XNYS:APD,WS:XNYS:APD,XNYS,APD,2026-09-24,508,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,284.489990234375,291.88930760940434,295.20414498202928,284.51799942016601,5.8057456286356768,0.020407556778544847,-0.0056969275500822203,-0.072295092816088924,-0.029640502962343218,313.92999267578125,314.8699951171875,314.8699951171875,279.3699951171875,279.3699951171875,-0.025349737664700056,-0.036294052538816901,-9.8444336906977625e-05,-0.096484280350389473,0.12148053971994498,1003750,297365639.97802734
457,WSSEC:WS:XNYS:APG,WS:XNYS:APG,XNYS,APG,2026-09-21,500,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,37.459999084472656,38.6642554513504,40.002959020806848,41.897300167083742,1.2416569617554511,0.033146209079063321,0.0091594871328468663,-0.089893118966376417,-0.10124762931393472,41.650001525878906,44.950000762939453,49.990001678466797,35.569999694824219,35.569999694824219,-0.031146503477689103,-0.063569295836628403,-0.10590899807184262,-0.25065017350042307,0.16230651307129573,3021200,112128103.09391022
