WS_ID,Yahoo_Symbol,Yahoo_Mapping_Status,Primary_Ticker,Primary_MIC,Primary_Currency
WS:XTSE:BNS,BNS.TO,EXPLICIT,BNS,XTSE,CAD
WS:XTSE:BTE,BTE.TO,EXPLICIT,BTE,XTSE,CAD
WS:XTSE:BTO,BTO.TO,EXPLICIT,BTO,XTSE,CAD
WS:XTSE:BYD,BYD.TO,EXPLICIT,BYD,XTSE,CAD
WS:XTSE:CAE,CAE.TO,EXPLICIT,CAE,XTSE,CAD
WS:XTSE:CAR.UN,CAR-UN.TO,EXPLICIT,CAR.UN,XTSE,CAD
WS:XTSE:CCA,CCA.TO,EXPLICIT,CCA,XTSE,CAD
WS:XTSE:CCL.B,CCL-B.TO,EXPLICIT,CCL.B,XTSE,CAD
WS:XTSE:CCO,CCO.TO,EXPLICIT,CCO,XTSE,CAD
WS:XTSE:CEU,CEU.TO,EXPLICIT,CEU,XTSE,CAD
WS:XTSE:CG,CG.TO,EXPLICIT,CG,XTSE,CAD
WS:XTSE:CHP.UN,CHP-UN.TO,EXPLICIT,CHP.UN,XTSE,CAD
WS:XTSE:CIGI,CIGI.TO,EXPLICIT,CIGI,XTSE,CAD
WS:XTSE:CJT,CJT.TO,EXPLICIT,CJT,XTSE,CAD
WS:XTSE:CLS,CLS.TO,EXPLICIT,CLS,XTSE,CAD
WS:XTSE:CM,CM.TO,EXPLICIT,CM,XTSE,CAD
WS:XTSE:CNQ,CNQ.TO,EXPLICIT,CNQ,XTSE,CAD
WS:XTSE:CNR,CNR.TO,EXPLICIT,CNR,XTSE,CAD
WS:XTSE:CP,CP.TO,EXPLICIT,CP,XTSE,CAD
WS:XTSE:CPX,CPX.TO,EXPLICIT,CPX,XTSE,CAD
WS:XTSE:CRR.UN,CRR-UN.TO,EXPLICIT,CRR.UN,XTSE,CAD
WS:XTSE:CRT.UN,CRT-UN.TO,EXPLICIT,CRT.UN,XTSE,CAD
WS:XTSE:CS,CS.TO,EXPLICIT,CS,XTSE,CAD
WS:XTSE:CSH.UN,CSH-UN.TO,EXPLICIT,CSH.UN,XTSE,CAD
WS:XTSE:CSU,CSU.TO,EXPLICIT,CSU,XTSE,CAD
WS:XTSE:CTC.A,CTC-A.TO,EXPLICIT,CTC.A,XTSE,CAD
WS:XTSE:CU,CU.TO,EXPLICIT,CU,XTSE,CAD
WS:XTSE:CURA,CURA.TO,EXPLICIT,CURA,XTSE,CAD
WS:XTSE:CVE,CVE.TO,EXPLICIT,CVE,XTSE,CAD
WS:XTSE:DFY,DFY.TO,EXPLICIT,DFY,XTSE,CAD
WS:XTSE:DIR.UN,DIR-UN.TO,EXPLICIT,DIR.UN,XTSE,CAD
WS:XTSE:DML,DML.TO,EXPLICIT,DML,XTSE,CAD
WS:XTSE:DOL,DOL.TO,EXPLICIT,DOL,XTSE,CAD
WS:XTSE:DOO,DOO.TO,EXPLICIT,DOO,XTSE,CAD
WS:XTSE:DPM,DPM.TO,EXPLICIT,DPM,XTSE,CAD
WS:XTSE:DSG,DSG.TO,EXPLICIT,DSG,XTSE,CAD
WS:XTSE:DSV,DSV.TO,EXPLICIT,DSV,XTSE,CAD
WS:XTSE:EDR,EDR.TO,EXPLICIT,EDR,XTSE,CAD
WS:XTSE:EFN,EFN.TO,EXPLICIT,EFN,XTSE,CAD
WS:XTSE:EFR,EFR.TO,EXPLICIT,EFR,XTSE,CAD
WS:XTSE:EFX,EFX.TO,EXPLICIT,EFX,XTSE,CAD
WS:XTSE:EIF,EIF.TO,EXPLICIT,EIF,XTSE,CAD
WS:XTSE:ELD,ELD.TO,EXPLICIT,ELD,XTSE,CAD
WS:XTSE:EMA,EMA.TO,EXPLICIT,EMA,XTSE,CAD
WS:XTSE:EMP.A,EMP-A.TO,EXPLICIT,EMP.A,XTSE,CAD
WS:XTSE:ENB,ENB.TO,EXPLICIT,ENB,XTSE,CAD
WS:XTSE:EQB,EQB.TO,EXPLICIT,EQB,XTSE,CAD
WS:XTSE:EQX,EQX.TO,EXPLICIT,EQX,XTSE,CAD
WS:XTSE:ERO,ERO.TO,EXPLICIT,ERO,XTSE,CAD
WS:XTSE:EXE,EXE.TO,EXPLICIT,EXE,XTSE,CAD
WS:XTSE:FCR.UN,FCR-UN.TO,EXPLICIT,FCR.UN,XTSE,CAD
WS:XTSE:FFH,FFH.TO,EXPLICIT,FFH,XTSE,CAD
WS:XTSE:FM,FM.TO,EXPLICIT,FM,XTSE,CAD
WS:XTSE:FNV,FNV.TO,EXPLICIT,FNV,XTSE,CAD
WS:XTSE:FRU,FRU.TO,EXPLICIT,FRU,XTSE,CAD
WS:XTSE:FSV,FSV.TO,EXPLICIT,FSV,XTSE,CAD
WS:XTSE:FTS,FTS.TO,EXPLICIT,FTS,XTSE,CAD
WS:XTSE:FTT,FTT.TO,EXPLICIT,FTT,XTSE,CAD
WS:XTSE:FVI,FVI.TO,EXPLICIT,FVI,XTSE,CAD
WS:XTSE:GEI,GEI.TO,EXPLICIT,GEI,XTSE,CAD
WS:XTSE:GFL,GFL.TO,EXPLICIT,GFL,XTSE,CAD
WS:XTSE:GIB.A,GIB-A.TO,EXPLICIT,GIB.A,XTSE,CAD
WS:XTSE:GIL,GIL.TO,EXPLICIT,GIL,XTSE,CAD
WS:XTSE:GMIN,GMIN.TO,EXPLICIT,GMIN,XTSE,CAD
WS:XTSE:GRT.UN,GRT-UN.TO,EXPLICIT,GRT.UN,XTSE,CAD
WS:XTSE:GWO,GWO.TO,EXPLICIT,GWO,XTSE,CAD
WS:XTSE:H,H.TO,EXPLICIT,H,XTSE,CAD
WS:XTSE:HBM,HBM.TO,EXPLICIT,HBM,XTSE,CAD
WS:XTSE:HPS.A,HPS-A.TO,EXPLICIT,HPS.A,XTSE,CAD
WS:XTSE:HR.UN,HR-UN.TO,EXPLICIT,HR.UN,XTSE,CAD
WS:XTSE:HWX,HWX.TO,EXPLICIT,HWX,XTSE,CAD
WS:XTSE:IAG,IAG.TO,EXPLICIT,IAG,XTSE,CAD
WS:XTSE:IAU,IAU.TO,EXPLICIT,IAU,XTSE,CAD
WS:XTSE:IFC,IFC.TO,EXPLICIT,IFC,XTSE,CAD
WS:XTSE:IGM,IGM.TO,EXPLICIT,IGM,XTSE,CAD
WS:XTSE:IMG,IMG.TO,EXPLICIT,IMG,XTSE,CAD
WS:XTSE:IMO,IMO.TO,EXPLICIT,IMO,XTSE,CAD
WS:XTSE:IPCO,IPCO.TO,EXPLICIT,IPCO,XTSE,CAD
WS:XTSE:IVN,IVN.TO,EXPLICIT,IVN,XTSE,CAD
WS:XTSE:JWEL,JWEL.TO,EXPLICIT,JWEL,XTSE,CAD
WS:XTSE:K,K.TO,EXPLICIT,K,XTSE,CAD
WS:XTSE:KEL,KEL.TO,EXPLICIT,KEL,XTSE,CAD
WS:XTSE:KEY,KEY.TO,EXPLICIT,KEY,XTSE,CAD
WS:XTSE:KMP.UN,KMP-UN.TO,EXPLICIT,KMP.UN,XTSE,CAD
WS:XTSE:KNT,KNT.TO,EXPLICIT,KNT,XTSE,CAD
WS:XTSE:KXS,KXS.TO,EXPLICIT,KXS,XTSE,CAD
WS:XTSE:L,L.TO,EXPLICIT,L,XTSE,CAD
WS:XTSE:LAC,LAC.TO,EXPLICIT,LAC,XTSE,CAD
WS:XTSE:LB,LB.TO,EXPLICIT,LB,XTSE,CAD
WS:XTSE:LIF,LIF.TO,EXPLICIT,LIF,XTSE,CAD
WS:XTSE:LNR,LNR.TO,EXPLICIT,LNR,XTSE,CAD
WS:XTSE:LSPD,LSPD.TO,EXPLICIT,LSPD,XTSE,CAD
WS:XTSE:LUG,LUG.TO,EXPLICIT,LUG,XTSE,CAD
WS:XTSE:LUN,LUN.TO,EXPLICIT,LUN,XTSE,CAD
WS:XTSE:MAU,MAU.TO,EXPLICIT,MAU,XTSE,CAD
WS:XTSE:MDA,MDA.TO,EXPLICIT,MDA,XTSE,CAD
WS:XTSE:MFC,MFC.TO,EXPLICIT,MFC,XTSE,CAD
WS:XTSE:MFI,MFI.TO,EXPLICIT,MFI,XTSE,CAD
WS:XTSE:MG,MG.TO,EXPLICIT,MG,XTSE,CAD
WS:XTSE:MRU,MRU.TO,EXPLICIT,MRU,XTSE,CAD
WS:XTSE:MTL,MTL.TO,EXPLICIT,MTL,XTSE,CAD
WS:XTSE:MX,MX.TO,EXPLICIT,MX,XTSE,CAD
WS:XTSE:NA,NA.TO,EXPLICIT,,XTSE,CAD
WS:XTSE:NFI,NFI.TO,EXPLICIT,NFI,XTSE,CAD
WS:XTSE:NG,NG.TO,EXPLICIT,NG,XTSE,CAD
WS:XTSE:NGEX,NGEX.TO,EXPLICIT,NGEX,XTSE,CAD
WS:XTSE:NPI,NPI.TO,EXPLICIT,NPI,XTSE,CAD
WS:XTSE:NTR,NTR.TO,EXPLICIT,NTR,XTSE,CAD
WS:XTSE:NWC,NWC.TO,EXPLICIT,NWC,XTSE,CAD
WS:XTSE:NXE,NXE.TO,EXPLICIT,NXE,XTSE,CAD
WS:XTSE:OGC,OGC.TO,EXPLICIT,OGC,XTSE,CAD
WS:XTSE:ONEX,ONEX.TO,EXPLICIT,ONEX,XTSE,CAD
WS:XTSE:OR,OR.TO,EXPLICIT,OR,XTSE,CAD
WS:XTSE:OTEX,OTEX.TO,EXPLICIT,OTEX,XTSE,CAD
WS:XTSE:PAAS,PAAS.TO,EXPLICIT,PAAS,XTSE,CAD
WS:XTSE:PBH,PBH.TO,EXPLICIT,PBH,XTSE,CAD
WS:XTSE:PEY,PEY.TO,EXPLICIT,PEY,XTSE,CAD
WS:XTSE:PMZ.UN,PMZ-UN.TO,EXPLICIT,PMZ.UN,XTSE,CAD
WS:XTSE:POU,POU.TO,EXPLICIT,POU,XTSE,CAD
WS:XTSE:POW,POW.TO,EXPLICIT,POW,XTSE,CAD
WS:XTSE:PPL,PPL.TO,EXPLICIT,PPL,XTSE,CAD
WS:XTSE:PPTA,PPTA.TO,EXPLICIT,PPTA,XTSE,CAD
WS:XTSE:PSK,PSK.TO,EXPLICIT,PSK,XTSE,CAD
WS:XTSE:PXT,PXT.TO,EXPLICIT,PXT,XTSE,CAD
WS:XTSE:QBR.B,QBR-B.TO,EXPLICIT,QBR.B,XTSE,CAD
WS:XTSE:QSR,QSR.TO,EXPLICIT,QSR,XTSE,CAD
WS:XTSE:RBA,RBA.TO,EXPLICIT,RBA,XTSE,CAD
WS:XTSE:RCH,RCH.TO,EXPLICIT,RCH,XTSE,CAD
WS:XTSE:RCI.B,RCI-B.TO,EXPLICIT,RCI.B,XTSE,CAD
WS:XTSE:REI.UN,REI-UN.TO,EXPLICIT,REI.UN,XTSE,CAD
WS:XTSE:RUS,RUS.TO,EXPLICIT,RUS,XTSE,CAD
WS:XTSE:RY,RY.TO,EXPLICIT,RY,XTSE,CAD
WS:XTSE:SAP,SAP.TO,EXPLICIT,SAP,XTSE,CAD
WS:XTSE:SCR,SCR.TO,EXPLICIT,SCR,XTSE,CAD
WS:XTSE:SDE,SDE.TO,EXPLICIT,SDE,XTSE,CAD
WS:XTSE:SEA,SEA.TO,EXPLICIT,SEA,XTSE,CAD
WS:XTSE:SES,SES.TO,EXPLICIT,SES,XTSE,CAD
WS:XTSE:SHOP,SHOP.TO,EXPLICIT,SHOP,XTSE,CAD
WS:XTSE:SIA,SIA.TO,EXPLICIT,SIA,XTSE,CAD
WS:XTSE:SII,SII.TO,EXPLICIT,SII,XTSE,CAD
WS:XTSE:SJ,SJ.TO,EXPLICIT,SJ,XTSE,CAD
WS:XTSE:SKE,SKE.TO,EXPLICIT,SKE,XTSE,CAD
WS:XTSE:SLF,SLF.TO,EXPLICIT,SLF,XTSE,CAD
WS:XTSE:SOBO,SOBO.TO,EXPLICIT,SOBO,XTSE,CAD
WS:XTSE:SPB,SPB.TO,EXPLICIT,SPB,XTSE,CAD
WS:XTSE:SRU.UN,SRU-UN.TO,EXPLICIT,SRU.UN,XTSE,CAD
WS:XTSE:SSRM,SSRM.TO,EXPLICIT,SSRM,XTSE,CAD
WS:XTSE:STN,STN.TO,EXPLICIT,STN,XTSE,CAD
WS:XTSE:SU,SU.TO,EXPLICIT,SU,XTSE,CAD
WS:XTSE:SVM,SVM.TO,EXPLICIT,SVM,XTSE,CAD
WS:XTSE:SXGC,SXGC.TO,EXPLICIT,SXGC,XTSE,CAD
WS:XTSE:T,T.TO,EXPLICIT,T,XTSE,CAD
WS:XTSE:TA,TA.TO,EXPLICIT,TA,XTSE,CAD
WS:XTSE:TD,TD.TO,EXPLICIT,TD,XTSE,CAD
WS:XTSE:TECK.B,TECK-B.TO,EXPLICIT,TECK.B,XTSE,CAD
WS:XTSE:TFII,TFII.TO,EXPLICIT,TFII,XTSE,CAD
WS:XTSE:TFPM,TFPM.TO,EXPLICIT,TFPM,XTSE,CAD
WS:XTSE:TIH,TIH.TO,EXPLICIT,TIH,XTSE,CAD
WS:XTSE:TKO,TKO.TO,EXPLICIT,TKO,XTSE,CAD
WS:XTSE:TOU,TOU.TO,EXPLICIT,TOU,XTSE,CAD
WS:XTSE:TPZ,TPZ.TO,EXPLICIT,TPZ,XTSE,CAD
WS:XTSE:TRI,TRI.TO,EXPLICIT,TRI,XTSE,CAD
WS:XTSE:TRP,TRP.TO,EXPLICIT,TRP,XTSE,CAD
WS:XTSE:TSU,TSU.TO,EXPLICIT,TSU,XTSE,CAD
WS:XTSE:TVE,TVE.TO,EXPLICIT,TVE,XTSE,CAD
WS:XTSE:TVK,TVK.TO,EXPLICIT,TVK,XTSE,CAD
WS:XTSE:TXG,TXG.TO,EXPLICIT,TXG,XTSE,CAD
WS:XTSE:USA,USA.TO,EXPLICIT,USA,XTSE,CAD
WS:XTSE:VET,VET.TO,EXPLICIT,VET,XTSE,CAD
WS:XTSE:VNP,VNP.TO,EXPLICIT,VNP,XTSE,CAD
WS:XTSE:VZLA,VZLA.TO,EXPLICIT,VZLA,XTSE,CAD
WS:XTSE:WCN,WCN.TO,EXPLICIT,WCN,XTSE,CAD
WS:XTSE:WCP,WCP.TO,EXPLICIT,WCP,XTSE,CAD
WS:XTSE:WDO,WDO.TO,EXPLICIT,WDO,XTSE,CAD
WS:XTSE:WFG,WFG.TO,EXPLICIT,WFG,XTSE,CAD
WS:XTSE:WN,WN.TO,EXPLICIT,WN,XTSE,CAD
WS:XTSE:WPM,WPM.TO,EXPLICIT,WPM,XTSE,CAD
WS:XTSE:WSP,WSP.TO,EXPLICIT,WSP,XTSE,CAD
WS:XTSE:X,X.TO,EXPLICIT,X,XTSE,CAD
WS:XSHE:000001,000001.SZ,EXPLICIT,000001,XSHE,CNY
WS:XSHE:000002,000002.SZ,EXPLICIT,000002,XSHE,CNY
WS:XSHE:000063,000063.SZ,EXPLICIT,000063,XSHE,CNY
WS:XSHE:000100,000100.SZ,EXPLICIT,000100,XSHE,CNY
WS:XSHE:000157,000157.SZ,EXPLICIT,000157,XSHE,CNY
WS:XSHE:000166,000166.SZ,EXPLICIT,000166,XSHE,CNY
WS:XSHE:000301,000301.SZ,EXPLICIT,000301,XSHE,CNY
WS:XSHE:000333,000333.SZ,EXPLICIT,000333,XSHE,CNY
WS:XSHE:000338,000338.SZ,EXPLICIT,000338,XSHE,CNY
WS:XSHE:000408,000408.SZ,EXPLICIT,000408,XSHE,CNY
WS:XSHE:000425,000425.SZ,EXPLICIT,000425,XSHE,CNY
WS:XSHE:000538,000538.SZ,EXPLICIT,000538,XSHE,CNY
WS:XSHE:000568,000568.SZ,EXPLICIT,000568,XSHE,CNY
WS:XSHE:000596,000596.SZ,EXPLICIT,000596,XSHE,CNY
WS:XSHE:000617,000617.SZ,EXPLICIT,000617,XSHE,CNY
WS:XSHE:000625,000625.SZ,EXPLICIT,000625,XSHE,CNY
WS:XSHE:000630,000630.SZ,EXPLICIT,000630,XSHE,CNY
WS:XSHE:000651,000651.SZ,EXPLICIT,000651,XSHE,CNY
WS:XSHE:000657,000657.SZ,EXPLICIT,000657,XSHE,CNY
WS:XSHE:000708,000708.SZ,EXPLICIT,000708,XSHE,CNY
WS:XSHE:000725,000725.SZ,EXPLICIT,000725,XSHE,CNY
WS:XSHE:000768,000768.SZ,EXPLICIT,000768,XSHE,CNY
WS:XSHE:000776,000776.SZ,EXPLICIT,000776,XSHE,CNY
WS:XSHE:000792,000792.SZ,EXPLICIT,000792,XSHE,CNY
WS:XSHE:000807,000807.SZ,EXPLICIT,000807,XSHE,CNY
WS:XSHE:000858,000858.SZ,EXPLICIT,000858,XSHE,CNY
WS:XSHE:000895,000895.SZ,EXPLICIT,000895,XSHE,CNY
WS:XSHE:000938,000938.SZ,EXPLICIT,000938,XSHE,CNY
WS:XSHE:000963,000963.SZ,EXPLICIT,000963,XSHE,CNY
WS:XSHE:000975,000975.SZ,EXPLICIT,000975,XSHE,CNY
WS:XSHE:000977,000977.SZ,EXPLICIT,000977,XSHE,CNY
WS:XSHE:000988,000988.SZ,EXPLICIT,000988,XSHE,CNY
WS:XSHE:000999,000999.SZ,EXPLICIT,000999,XSHE,CNY
WS:XSHE:001280,001280.SZ,EXPLICIT,001280,XSHE,CNY
WS:XSHE:001391,001391.SZ,EXPLICIT,001391,XSHE,CNY
WS:XSHE:001965,001965.SZ,EXPLICIT,001965,XSHE,CNY
WS:XSHE:001979,001979.SZ,EXPLICIT,001979,XSHE,CNY
WS:XSHE:002001,002001.SZ,EXPLICIT,002001,XSHE,CNY
WS:XSHE:002027,002027.SZ,EXPLICIT,002027,XSHE,CNY
WS:XSHE:002028,002028.SZ,EXPLICIT,002028,XSHE,CNY
WS:XSHE:002049,002049.SZ,EXPLICIT,002049,XSHE,CNY
WS:XSHE:002050,002050.SZ,EXPLICIT,002050,XSHE,CNY
WS:XSHE:002074,002074.SZ,EXPLICIT,002074,XSHE,CNY
WS:XSHE:002142,002142.SZ,EXPLICIT,002142,XSHE,CNY
WS:XSHE:002179,002179.SZ,EXPLICIT,002179,XSHE,CNY
WS:XSHE:002202,002202.SZ,EXPLICIT,002202,XSHE,CNY
WS:XSHE:002230,002230.SZ,EXPLICIT,002230,XSHE,CNY
WS:XSHE:002236,002236.SZ,EXPLICIT,002236,XSHE,CNY
WS:XSHE:002241,002241.SZ,EXPLICIT,002241,XSHE,CNY
WS:XSHE:002304,002304.SZ,EXPLICIT,002304,XSHE,CNY
WS:XSHE:002311,002311.SZ,EXPLICIT,002311,XSHE,CNY
WS:XSHE:002352,002352.SZ,EXPLICIT,002352,XSHE,CNY
WS:XSHE:002353,002353.SZ,EXPLICIT,002353,XSHE,CNY
WS:XSHE:002371,002371.SZ,EXPLICIT,002371,XSHE,CNY
WS:XSHE:002384,002384.SZ,EXPLICIT,002384,XSHE,CNY
WS:XSHE:002415,002415.SZ,EXPLICIT,002415,XSHE,CNY
WS:XSHE:002422,002422.SZ,EXPLICIT,002422,XSHE,CNY
WS:XSHE:002460,002460.SZ,EXPLICIT,002460,XSHE,CNY
WS:XSHE:002463,002463.SZ,EXPLICIT,002463,XSHE,CNY
WS:XSHE:002466,002466.SZ,EXPLICIT,002466,XSHE,CNY
WS:XSHE:002475,002475.SZ,EXPLICIT,002475,XSHE,CNY
WS:XSHE:002493,002493.SZ,EXPLICIT,002493,XSHE,CNY
WS:XSHE:002532,002532.SZ,EXPLICIT,002532,XSHE,CNY
WS:XSHE:002558,002558.SZ,EXPLICIT,002558,XSHE,CNY
WS:XSHE:002594,002594.SZ,EXPLICIT,002594,XSHE,CNY
WS:XSHE:002600,002600.SZ,EXPLICIT,002600,XSHE,CNY
WS:XSHE:002602,002602.SZ,EXPLICIT,002602,XSHE,CNY
WS:XSHE:002625,002625.SZ,EXPLICIT,002625,XSHE,CNY
WS:XSHE:002648,002648.SZ,EXPLICIT,002648,XSHE,CNY
WS:XSHE:002709,002709.SZ,EXPLICIT,002709,XSHE,CNY
WS:XSHE:002714,002714.SZ,EXPLICIT,002714,XSHE,CNY
WS:XSHE:002736,002736.SZ,EXPLICIT,002736,XSHE,CNY
WS:XSHE:002837,002837.SZ,EXPLICIT,002837,XSHE,CNY
WS:XSHE:002916,002916.SZ,EXPLICIT,002916,XSHE,CNY
WS:XSHE:002920,002920.SZ,EXPLICIT,002920,XSHE,CNY
WS:XSHE:002938,002938.SZ,EXPLICIT,002938,XSHE,CNY
WS:XSHE:003816,003816.SZ,EXPLICIT,003816,XSHE,CNY
WS:XSHE:300014,300014.SZ,EXPLICIT,300014,XSHE,CNY
WS:XSHE:300015,300015.SZ,EXPLICIT,300015,XSHE,CNY
WS:XSHE:300033,300033.SZ,EXPLICIT,300033,XSHE,CNY
WS:XSHE:300059,300059.SZ,EXPLICIT,300059,XSHE,CNY
WS:XSHE:300122,300122.SZ,EXPLICIT,300122,XSHE,CNY
WS:XSHE:300124,300124.SZ,EXPLICIT,300124,XSHE,CNY
WS:XSHE:300251,300251.SZ,EXPLICIT,300251,XSHE,CNY
WS:XSHE:300274,300274.SZ,EXPLICIT,300274,XSHE,CNY
WS:XSHE:300308,300308.SZ,EXPLICIT,300308,XSHE,CNY
WS:XSHE:300316,300316.SZ,EXPLICIT,300316,XSHE,CNY
WS:XSHE:300394,300394.SZ,EXPLICIT,300394,XSHE,CNY
WS:XSHE:300408,300408.SZ,EXPLICIT,300408,XSHE,CNY
WS:XSHE:300413,300413.SZ,EXPLICIT,300413,XSHE,CNY
WS:XSHE:300418,300418.SZ,EXPLICIT,300418,XSHE,CNY
WS:XSHE:300433,300433.SZ,EXPLICIT,300433,XSHE,CNY
WS:XSHE:300442,300442.SZ,EXPLICIT,300442,XSHE,CNY
WS:XSHE:300450,300450.SZ,EXPLICIT,300450,XSHE,CNY
WS:XSHE:300476,300476.SZ,EXPLICIT,300476,XSHE,CNY
WS:XSHE:300498,300498.SZ,EXPLICIT,300498,XSHE,CNY
WS:XSHE:300502,300502.SZ,EXPLICIT,300502,XSHE,CNY
WS:XSHE:300628,300628.SZ,EXPLICIT,300628,XSHE,CNY
WS:XSHE:300661,300661.SZ,EXPLICIT,300661,XSHE,CNY
WS:XSHE:300750,300750.SZ,EXPLICIT,300750,XSHE,CNY
WS:XSHE:300760,300760.SZ,EXPLICIT,300760,XSHE,CNY
WS:XSHE:300803,300803.SZ,EXPLICIT,300803,XSHE,CNY
WS:XSHE:300832,300832.SZ,EXPLICIT,300832,XSHE,CNY
WS:XSHE:300866,300866.SZ,EXPLICIT,300866,XSHE,CNY
WS:XSHE:300896,300896.SZ,EXPLICIT,300896,XSHE,CNY
WS:XSHE:300999,300999.SZ,EXPLICIT,300999,XSHE,CNY
WS:XSHE:301165,301165.SZ,EXPLICIT,301165,XSHE,CNY
WS:XSHE:301236,301236.SZ,EXPLICIT,301236,XSHE,CNY
WS:XSHE:301269,301269.SZ,EXPLICIT,301269,XSHE,CNY
WS:XSHE:301308,301308.SZ,EXPLICIT,301308,XSHE,CNY
WS:XSHE:302132,302132.SZ,EXPLICIT,302132,XSHE,CNY
WS:XSHG:600000,600000.SS,EXPLICIT,600000,XSHG,CNY
WS:XSHG:600009,600009.SS,EXPLICIT,600009,XSHG,CNY
WS:XSHG:600010,600010.SS,EXPLICIT,600010,XSHG,CNY
WS:XSHG:600011,600011.SS,EXPLICIT,600011,XSHG,CNY
WS:XSHG:600015,600015.SS,EXPLICIT,600015,XSHG,CNY
WS:XSHG:600016,600016.SS,EXPLICIT,600016,XSHG,CNY
WS:XSHG:600018,600018.SS,EXPLICIT,600018,XSHG,CNY
WS:XSHG:600019,600019.SS,EXPLICIT,600019,XSHG,CNY
WS:XSHG:600023,600023.SS,EXPLICIT,600023,XSHG,CNY
WS:XSHG:600025,600025.SS,EXPLICIT,600025,XSHG,CNY
WS:XSHG:600026,600026.SS,EXPLICIT,600026,XSHG,CNY
WS:XSHG:600027,600027.SS,EXPLICIT,600027,XSHG,CNY
WS:XSHG:600028,600028.SS,EXPLICIT,600028,XSHG,CNY
WS:XSHG:600029,600029.SS,EXPLICIT,600029,XSHG,CNY
WS:XSHG:600030,600030.SS,EXPLICIT,600030,XSHG,CNY
WS:XSHG:600031,600031.SS,EXPLICIT,600031,XSHG,CNY
WS:XSHG:600036,600036.SS,EXPLICIT,600036,XSHG,CNY
WS:XSHG:600039,600039.SS,EXPLICIT,600039,XSHG,CNY
WS:XSHG:600048,600048.SS,EXPLICIT,600048,XSHG,CNY
WS:XSHG:600050,600050.SS,EXPLICIT,600050,XSHG,CNY
WS:XSHG:600061,600061.SS,EXPLICIT,600061,XSHG,CNY
WS:XSHG:600066,600066.SS,EXPLICIT,600066,XSHG,CNY
WS:XSHG:600085,600085.SS,EXPLICIT,600085,XSHG,CNY
WS:XSHG:600089,600089.SS,EXPLICIT,600089,XSHG,CNY
WS:XSHG:600104,600104.SS,EXPLICIT,600104,XSHG,CNY
WS:XSHG:600111,600111.SS,EXPLICIT,600111,XSHG,CNY
WS:XSHG:600115,600115.SS,EXPLICIT,600115,XSHG,CNY
WS:XSHG:600118,600118.SS,EXPLICIT,600118,XSHG,CNY
WS:XSHG:600150,600150.SS,EXPLICIT,600150,XSHG,CNY
WS:XSHG:600160,600160.SS,EXPLICIT,600160,XSHG,CNY
WS:XSHG:600176,600176.SS,EXPLICIT,600176,XSHG,CNY
WS:XSHG:600183,600183.SS,EXPLICIT,600183,XSHG,CNY
WS:XSHG:600188,600188.SS,EXPLICIT,600188,XSHG,CNY
WS:XSHG:600196,600196.SS,EXPLICIT,600196,XSHG,CNY
WS:XSHG:600219,600219.SS,EXPLICIT,600219,XSHG,CNY
WS:XSHG:600221,600221.SS,EXPLICIT,600221,XSHG,CNY
WS:XSHG:600233,600233.SS,EXPLICIT,600233,XSHG,CNY
WS:XSHG:600276,600276.SS,EXPLICIT,600276,XSHG,CNY
WS:XSHG:600309,600309.SS,EXPLICIT,600309,XSHG,CNY
WS:XSHG:600346,600346.SS,EXPLICIT,600346,XSHG,CNY
WS:XSHG:600362,600362.SS,EXPLICIT,600362,XSHG,CNY
WS:XSHG:600372,600372.SS,EXPLICIT,600372,XSHG,CNY
WS:XSHG:600406,600406.SS,EXPLICIT,600406,XSHG,CNY
WS:XSHG:600415,600415.SS,EXPLICIT,600415,XSHG,CNY
WS:XSHG:600426,600426.SS,EXPLICIT,600426,XSHG,CNY
WS:XSHG:600436,600436.SS,EXPLICIT,600436,XSHG,CNY
WS:XSHG:600438,600438.SS,EXPLICIT,600438,XSHG,CNY
WS:XSHG:600460,600460.SS,EXPLICIT,600460,XSHG,CNY
WS:XSHG:600482,600482.SS,EXPLICIT,600482,XSHG,CNY
WS:XSHG:600489,600489.SS,EXPLICIT,600489,XSHG,CNY
WS:XSHG:600515,600515.SS,EXPLICIT,600515,XSHG,CNY
WS:XSHG:600519,600519.SS,EXPLICIT,600519,XSHG,CNY
WS:XSHG:600522,600522.SS,EXPLICIT,600522,XSHG,CNY
WS:XSHG:600547,600547.SS,EXPLICIT,600547,XSHG,CNY
WS:XSHG:600549,600549.SS,EXPLICIT,600549,XSHG,CNY
WS:XSHG:600570,600570.SS,EXPLICIT,600570,XSHG,CNY
WS:XSHG:600584,600584.SS,EXPLICIT,600584,XSHG,CNY
WS:XSHG:600585,600585.SS,EXPLICIT,600585,XSHG,CNY
WS:XSHG:600588,600588.SS,EXPLICIT,600588,XSHG,CNY
WS:XSHG:600600,600600.SS,EXPLICIT,600600,XSHG,CNY
WS:XSHG:600660,600660.SS,EXPLICIT,600660,XSHG,CNY
WS:XSHG:600674,600674.SS,EXPLICIT,600674,XSHG,CNY
WS:XSHG:600690,600690.SS,EXPLICIT,600690,XSHG,CNY
WS:XSHG:600741,600741.SS,EXPLICIT,600741,XSHG,CNY
WS:XSHG:600760,600760.SS,EXPLICIT,600760,XSHG,CNY
WS:XSHG:600795,600795.SS,EXPLICIT,600795,XSHG,CNY
